Cell_Index_Global	Cage_ID	Cell_Type	Median_intensity_FITC	Median_intensity_TRITC	Median_intensity_Cy5
926	3_56	M_B3Z	53780	1020	3179
927	3_56	Undetermined	372	779	4850
928	3_56	M_B3Z	61599	1016	3146
929	2_57	H_Ramos	373	708	15361
930	3_57	H_Ramos	283	624	10026
931	3_57	H_Ramos	263	591	9354
933	3_57	Undetermined	269	550	7629
934	2_57	M_B3Z	27959	726	2566
938		M_B3Z	10974	815	3468
941		H_Ramos	331	662	8623
942		Undetermined	354	725	3493
943	3_58	M_B3Z	62036	1031	3104
945	3_58	M_B3Z	20588	811	3056
946	2_58	H_Ramos	423	861	24186
947		M_B3Z	42877	1238	3815
948	3_59	H_Ramos	329	657	19367
949		M_B3Z	25640	883	3611
950	2_59	H_Ramos	413	774	20482
951	2_59	H_Ramos	391	794	17663
952	2_59	M_B3Z	65108	1027	3443
953	3_59	M_B3Z	61517	1061	2781
954		H_Ramos	446	1181	7347
955	2_59	H_Ramos	430	720	14334
956		M_B3Z	48078	1114	3349
959	2_60	M_B3Z	40938	997	3516
960		Undetermined	486	1105	6023
962	3_61	M_B3Z	4840	960	3165
963	2_61	M_B3Z	52669	1076	3541
964	3_61	M_B3Z	64590	1065	2997
965	2_62	M_B3Z	32022	962	3509
967		M_B3Z	65433	1046	3588
968		Undetermined	424	1029	8396
969	3_62	H_Ramos	347	727	9363
970	2_62	M_B3Z	55907	932	3019
974		Undetermined	353	722	6583
975	3_63	M_B3Z	26950	779	2900
976	3_64	M_B3Z	65432	1148	2994
977	2_64	M_B3Z	62337	1013	3709
978	3_64	Undetermined	362	687	13770
979	3_64	H_Ramos	314	682	14364
980		Undetermined	341	680	3277
981		Undetermined	387	751	7787
982	2_65	M_B3Z	13597	812	3406
985	2_65	H_Ramos	384	700	13879
989	3_66	M_B3Z	65433	1017	3333
992		Undetermined	442	1077	6148
993	2_67	H_Ramos	394	841	22766
996	3_68	M_B3Z	20800	665	2050
998	2_68	H_Ramos	320	713	24141
1001		M_B3Z	27869	1131	3954
1002	3_69	M_B3Z	33265	819	3178
1003	3_69	M_B3Z	40195	1016	3246
1005	2_69	M_B3Z	65434	1377	3912
1007	3_69	M_B3Z	64714	1149	3334
1008	2_69	M_B3Z	54252	1120	3970
1009		H_Ramos	406	816	18140
1010	2_70	M_B3Z	3285	838	3687
1011	2_70	M_B3Z	48534	1047	3640
1012	3_70	Undetermined	294	920	8158
1014		Undetermined	318	660	3128
1017	3_71	H_Ramos	241	640	14445
1018	2_71	M_B3Z	48091	1039	3589
1019	3_71	M_B3Z	65433	1338	3134
1020	2_71	H_Ramos	376	806	15869
1022	3_72	H_Ramos	291	794	14388
1023	3_72	H_Ramos	290	753	12152
1024	3_73	M_B3Z	51288	1084	2355
1026		M_B3Z	36404	949	3534
1027	2_73	H_Ramos	374	820	15571
1028		H_Ramos	310	621	13393
1032	2_75	H_Ramos	453	851	19814
1033	3_75	M_B3Z	44815	887	2897
1034		M_B3Z	49133	981	3810
1039		M_B3Z	2873	1439	4248
1040	1_76	H_Ramos	367	1104	16205
1041	3_76	M_B3Z	39876	701	2658
1043	2_76	M_B3Z	38948	767	2916
1044	2_76	M_B3Z	39452	862	3039
1049		Undetermined	363	1119	6661
1050	3_77	H_Ramos	318	703	10068
1051	2_77	H_Ramos	427	825	16147
1052		M_B3Z	64422	1089	3696
1053	2_77	M_B3Z	22675	872	3499
1054	3_77	M_B3Z	65434	1136	3147
1055	2_78	Undetermined	430	926	10150
1057	2_78	H_Ramos	438	879	23376
1059	2_78	H_Ramos	439	856	16353
1060		Undetermined	325	620	2802
1063		H_Ramos	382	795	16587
1064		Undetermined	349	699	3230
1065	2_80	M_B3Z	47685	1464	3624
1067	2_80	H_Ramos	483	909	20621
1068		Undetermined	350	698	3325
1069		H_Ramos	374	1161	11529
1071	1_81	M_B3Z	6371	1436	4120
1073		M_B3Z	32755	956	3623
1076	2_82	M_B3Z	6770	965	3894
1077	2_82	H_Ramos	369	919	15358
1078	2_82	H_Ramos	391	994	21683
1079		Undetermined	285	732	3431
1080		M_B3Z	2381	1839	4425
1084		M_B3Z	42404	1176	15579
1085	2_84	H_Ramos	318	776	18016
1092	2_85	H_Ramos	432	980	22295
1093	2_85	M_B3Z	65434	1479	3883
1095	2_85	H_Ramos	415	944	19189
1097		M_B3Z	24871	1288	4125
1098	2_86	H_Ramos	700	943	24509
1099		M_B3Z	39677	1171	4035
1102		M_B3Z	44907	1694	3617
1103	2_87	Undetermined	416	1258	6001
1105		Undetermined	310	927	2802
1107	2_88	H_Ramos	385	1186	14102
1110	2_89	M_B3Z	45201	1227	3162
1111	2_89	H_Ramos	381	1192	13612
1112	2_89	M_B3Z	2532	1177	3230
1117		H_Ramos	311	1452	19539
1118		H_Ramos	1613	65439	13623
1120		Undetermined	348	1315	3377
1121	2_90	M_B3Z	21359	1525	3435
1122	2_90	M_B3Z	44745	1539	3385
1124		Undetermined	19684	18151	4209
1125	2_91	M_B3Z	37227	1627	3428
1126	2_91	Undetermined	353	1460	3430
1127	2_92	H_Ramos	416	1324	13926
1128	2_92	Undetermined	26664	1604	15186
1129	2_92	M_B3Z	65433	1582	3221
1136		M_B3Z	61970	1496	3583
1137		H_Ramos	303	986	14517
1138	2_93	H_Ramos	414	1028	26602
1139		H_Ramos	361	1085	9451
1141		M_B3Z	14882	1699	3609
1143	1_94	M_B3Z	4215	1495	3458
1144		M_B3Z	43144	1153	3569
1146	2_94	H_Ramos	392	1025	30562
1147		H_Ramos	494	1209	9665
1148	2_94	H_Ramos	407	1017	14759
1149		H_Ramos	438	1268	14082
1150		H_Ramos	422	964	14570
1151		M_B3Z	33655	1191	3342
1152		M_B3Z	65431	1346	3102
1153	2_95	M_B3Z	41597	993	2688
1154	2_95	M_B3Z	52488	1157	2789
1155	2_95	H_Ramos	341	774	12645
1161		Undetermined	462	1058	60693
1162	2_96	H_Ramos	400	932	18071
1166		Undetermined	446	977	6423
1167	2_97	H_Ramos	361	707	16337
1169		M_B3Z	24739	974	2889
1171	2_98	M_B3Z	48488	1006	2377
1174		M_B3Z	3850	1137	3196
1176		M_B3Z	44556	1186	3126
1177		Undetermined	274	631	2222
1178	2_100	Undetermined	375	845	2564
1179		Undetermined	357	841	3219
1180		Undetermined	300	898	2724
1184		Undetermined	280	708	2356
1185	1_101	H_Ramos	307	1127	12285
1188	2_101	H_Ramos	386	955	10159
1189		M_B3Z	59603	1299	17716
1190		H_Ramos	412	970	16491
1191		M_B3Z	42686	1069	3064
1192	1_102	H_Ramos	369	1327	20957
1194		Undetermined	314	788	2733
1195		M_B3Z	7859	1448	3587
1197		H_Ramos	395	1114	19159
1199		M_B3Z	53407	1368	3303
1200		M_B3Z	3526	1375	4552
1201	2_105	H_Ramos	382	996	20352
1202		Undetermined	356	1393	8251
1203	1_105	M_B3Z	53146	1856	3726
1204		Undetermined	295	803	2609
1205	2_106	H_Ramos	304	821	14653
1206	2_106	H_Ramos	288	808	12462
1213		H_Ramos	420	1375	19478
1216	2_107	M_B3Z	40810	1335	3221
1217	2_107	H_Ramos	404	1199	24257
1220		H_Ramos	416	1170	43818
1221	1_108	H_Ramos	400	1546	20521
1222		M_B3Z	64379	1671	3717
1223		M_B3Z	51462	1561	3659
1224	2_108	H_Ramos	402	1212	19654
1226		M_B3Z	65433	1823	3789
1227	1_108	H_Ramos	422	1759	19324
1228	1_108	M_B3Z	45468	1700	3634
1229	2_109	H_Ramos	281	830	10824
1231	1_109	H_Ramos	399	1807	19072
1233		M_B3Z	60219	1898	4009
1235	2_110	H_Ramos	510	1797	20429
1236	1_110	H_Ramos	442	2128	27657
1237	1_110	H_Ramos	543	2109	12674
1239	1_110	M_B3Z	59788	2373	4381
1240	1_111	H_Ramos	420	2222	15035
1241	2_111	Undetermined	55165	2452	4381
1242	2_111	M_B3Z	30214	2247	4208
1244	2_112	Undetermined	14714	65437	65438
1245		M_B3Z	65433	65437	65438
1246		Undetermined	20941	65438	65438
1247		M_B3Z	57901	65438	65438
1248		M_B3Z	49401	65438	65438
1249		Undetermined	33206	65438	65438
1251		Undetermined	32506	65438	65438
1252		Undetermined	33348	65437	65437
1254		M_B3Z	22376	6147	7247
1255	4_0	Undetermined	27456	5064	6215
1256	4_0	Undetermined	25831	4537	5649
1257	4_0	Undetermined	593	3482	10236
1258	4_0	Undetermined	20527	3727	4597
1259		Undetermined	24637	2291	3526
1260		Undetermined	516	1628	9531
1261	4_1	Undetermined	43760	3538	4584
1262	4_1	H_Ramos	535	1122	10953
1263	4_1	Undetermined	446	883	2710
1264	4_1	Undetermined	483	1021	6907
1265	5_1	Undetermined	411	856	6554
1266	5_2	M_B3Z	30817	1205	2509
1267	5_2	Undetermined	430	825	7872
1268	5_2	M_B3Z	23438	1077	2420
1269	4_2	M_B3Z	17630	1121	2688
1270	4_2	Undetermined	591	1422	3299
1271	4_2	M_B3Z	30029	1312	2478
1273	4_3	Undetermined	442	686	3868
1274	4_3	H_Ramos	429	557	11893
1275	4_3	M_B3Z	24726	770	2254
1276	5_3	M_B3Z	28547	896	2110
1277		Undetermined	319	534	1899
1278	4_4	Undetermined	400	575	8047
1279		H_Ramos	484	1248	10363
1280	4_4	M_B3Z	28306	1028	2438
1281		M_B3Z	38399	906	2325
1283	4_5	M_B3Z	31855	883	2357
1284	5_5	H_Ramos	388	555	10538
1285	4_5	H_Ramos	398	592	13158
1286	5_5	M_B3Z	8619	614	2067
1289	5_6	H_Ramos	370	657	13997
1290	5_6	H_Ramos	412	650	21675
1291		H_Ramos	312	734	10998
1292	4_6	H_Ramos	441	763	17587
1293	5_6	H_Ramos	415	657	14923
1294		H_Ramos	402	715	12288
1295	4_7	M_B3Z	60918	934	2807
1296	4_7	Undetermined	385	642	2699
1297	4_8	M_B3Z	41714	744	2133
1299		Undetermined	386	560	2369
1300		Undetermined	285	1080	2563
1302	5_10	M_B3Z	45339	825	2437
1303	4_10	H_Ramos	380	799	21254
1304		M_B3Z	1749	1093	2929
1305		Undetermined	288	735	2380
1310	4_11	M_B3Z	60199	1091	2918
1311	4_11	M_B3Z	37977	1176	3024
1312	5_11	M_B3Z	65435	1083	2554
1313		M_B3Z	6680	968	2957
1314	5_11	H_Ramos	365	820	19303
1315	5_11	M_B3Z	46229	1061	2756
1316	5_11	H_Ramos	399	831	7396
1317		Undetermined	415	875	3051
1318	4_12	Undetermined	372	899	3131
1319	5_12	H_Ramos	380	845	14411
1320	4_12	M_B3Z	44604	1137	3172
1321	4_13	H_Ramos	421	953	16771
1322	5_13	M_B3Z	65434	1032	2583
1323	4_13	H_Ramos	398	858	18005
1324	4_13	H_Ramos	380	873	12976
1328	5_14	H_Ramos	418	907	22596
1329		Undetermined	298	726	2412
1330	5_14	H_Ramos	446	896	13599
1331		H_Ramos	327	740	10137
1332		M_B3Z	63155	1320	3634
1333	5_15	M_B3Z	65434	1285	3258
1334	5_15	M_B3Z	35928	1161	3303
1335	5_15	M_B3Z	41787	1093	3254
1337	4_16	M_B3Z	56825	1006	2911
1339		H_Ramos	406	734	13815
1340	4_17	M_B3Z	65435	1173	3228
1341		H_Ramos	500	1104	11212
1342		Undetermined	380	783	3131
1343	4_18	M_B3Z	65433	1110	3161
1344	4_18	H_Ramos	500	815	26698
1345	4_18	M_B3Z	6704	870	3196
1346		M_B3Z	41650	1300	2942
1347	4_18	H_Ramos	429	757	18570
1348		M_B3Z	65422	855	2540
1349		M_B3Z	21499	830	2826
1350		Undetermined	337	675	2723
1351	4_19	M_B3Z	59152	847	2736
1352	5_19	M_B3Z	25700	589	1919
1353	4_19	H_Ramos	337	658	14534
1354	4_19	H_Ramos	336	631	12660
1363		M_B3Z	63662	1042	3140
1364	4_21	H_Ramos	416	801	16420
1365	4_21	M_B3Z	62324	978	2955
1366		Undetermined	383	718	2885
1367	4_21	H_Ramos	390	745	23643
1377	5_22	M_B3Z	52284	855	2560
1378	5_22	H_Ramos	392	755	20503
1379	4_22	M_B3Z	8532	984	3211
1380	5_22	M_B3Z	49894	856	2808
1382	4_22	H_Ramos	3109	701	14473
1384		M_B3Z	65434	1168	3579
1385		Undetermined	372	752	3657
1386		H_Ramos	417	801	25628
1387	4_23	M_B3Z	65432	1303	3282
1389	5_24	M_B3Z	41479	800	2468
1394		H_Ramos	420	705	19619
1395		Undetermined	343	666	2759
1396	5_25	M_B3Z	53404	844	2565
1397		Undetermined	349	662	2771
1398	5_25	M_B3Z	48258	894	2536
1399		M_B3Z	65435	1064	2976
1400	5_25	H_Ramos	338	671	16115
1401	5_26	M_B3Z	41113	889	2615
1402	5_26	M_B3Z	28795	736	2474
1403	5_26	M_B3Z	65434	837	2489
1405	5_27	M_B3Z	1918	1108	2189
1406	5_27	H_Ramos	283	519	14570
1409	5_27	M_B3Z	1335	872	1744
1411		M_B3Z	4000	885	2924
1412	4_27	H_Ramos	350	629	13695
1413	4_28	M_B3Z	65432	941	2775
1414	5_28	H_Ramos	318	661	23731
1415		M_B3Z	65404	849	2251
1416		Undetermined	351	651	8326
1419	5_30	Undetermined	223	441	6826
1420	5_30	M_B3Z	26029	661	1651
1423	4_30	M_B3Z	38514	1104	2765
1424		H_Ramos	350	685	17151
1425	4_30	H_Ramos	374	717	27296
1426	5_31	M_B3Z	63134	1108	2457
1427	5_31	M_B3Z	13072	1180	2925
1428		Undetermined	344	843	4267
1429	5_33	Undetermined	287	690	5047
1430	5_33	M_B3Z	40816	964	3371
1431	4_34	M_B3Z	65434	1179	3922
1432	4_34	M_B3Z	39159	1310	3916
1433		H_Ramos	381	884	24245
1434	5_35	M_B3Z	21023	707	2939
1437	5_36	H_Ramos	312	790	12017
1438	5_36	M_B3Z	52001	1003	3794
1439	4_36	M_B3Z	62330	1133	4329
1440	5_36	M_B3Z	10219	882	3588
1441		M_B3Z	63393	1147	4323
1443	5_37	Undetermined	250	800	3410
1444		Undetermined	274	786	3454
1445		H_Ramos	329	790	14724
1446	5_38	Undetermined	183	551	6813
1447	5_38	Undetermined	176	550	4701
1448	4_38	H_Ramos	355	804	18025
1449	5_38	M_B3Z	52907	796	2495
1453	5_39	Undetermined	281	862	4820
1454	5_39	H_Ramos	316	870	22015
1455	4_40	H_Ramos	408	929	12035
1456		Undetermined	350	872	3740
1457		M_B3Z	62457	1567	3436
1459		Undetermined	255	705	2964
1460		H_Ramos	354	1121	18789
1461		Undetermined	312	1053	3292
1464		Undetermined	333	752	3340
1465	3_41	H_Ramos	280	1047	12905
1467	5_42	M_B3Z	45743	874	2933
1469		Undetermined	324	1165	2964
1470	4_43	H_Ramos	366	738	22459
1473	5_44	M_B3Z	21221	845	3485
1474	4_44	H_Ramos	745	1126	10636
1475	4_44	Undetermined	335	841	4394
1477	4_44	H_Ramos	385	834	23012
1478		H_Ramos	597	1403	27761
1479		H_Ramos	341	769	23765
1480		Undetermined	266	642	3276
1482		M_B3Z	65112	1465	4326
1483	5_47	M_B3Z	65434	997	3912
1484		H_Ramos	431	1109	13224
1485		M_B3Z	59303	1170	3962
1488		Undetermined	355	1135	5296
1492	4_49	H_Ramos	304	659	12623
1493	4_49	H_Ramos	297	643	14542
1497	5_49	H_Ramos	293	739	17528
1500	5_50	M_B3Z	65433	986	3384
1502	5_51	M_B3Z	54733	976	3140
1505		Undetermined	322	1021	3284
1506		Undetermined	287	955	3183
1512		M_B3Z	4197	838	3411
1513		Undetermined	285	683	3336
1514		Undetermined	285	688	3323
1516		M_B3Z	13789	1381	4258
1520		Undetermined	436	956	5577
1521	3_54	H_Ramos	340	1076	14229
1525	5_55	M_B3Z	46888	862	2752
1526	4_55	M_B3Z	65434	1348	3530
1527	5_55	H_Ramos	304	671	15496
1528	4_55	M_B3Z	65434	1037	3421
1530	4_55	M_B3Z	64482	1092	3684
1532	5_56	M_B3Z	65434	1044	2990
1535		Undetermined	408	872	4235
1536	4_57	H_Ramos	342	664	19163
1537	4_57	H_Ramos	345	642	14530
1544		Undetermined	288	670	3001
1545		M_B3Z	52018	855	2747
1546		Undetermined	473	1019	5669
1549	4_58	H_Ramos	415	742	13022
1550	4_58	M_B3Z	59384	1019	3393
1551	4_58	M_B3Z	34720	1152	3411
1552	4_59	M_B3Z	65433	1138	3285
1554	4_59	M_B3Z	59075	1003	3128
1556	4_61	M_B3Z	65433	1140	3271
1559		Undetermined	330	1251	3142
1560		M_B3Z	65434	993	3323
1561	4_62	M_B3Z	53394	971	3117
1562	4_62	M_B3Z	65434	1027	3006
1566		Undetermined	335	718	3581
1567	4_64	H_Ramos	352	722	15083
1568		Undetermined	287	675	3220
1569	4_64	H_Ramos	347	737	22554
1573		Undetermined	354	728	3536
1575	4_65	H_Ramos	331	666	19712
1576	4_65	H_Ramos	327	673	19840
1577	4_65	M_B3Z	39200	882	3066
1578	4_65	H_Ramos	285	560	14418
1584		H_Ramos	303	631	16808
1585		Undetermined	310	701	3325
1586		Undetermined	264	598	2796
1587	4_68	M_B3Z	6644	623	2687
1593	4_69	Undetermined	378	882	6961
1595	3_69	H_Ramos	340	1274	16840
1597		Undetermined	267	680	3395
1598		Undetermined	261	658	3203
1599		H_Ramos	397	841	27667
1601	3_70	Undetermined	277	988	3132
1602		Undetermined	271	895	3098
1608		H_Ramos	357	723	26973
1610	3_73	Undetermined	286	985	3223
1611	3_73	Undetermined	285	992	3266
1614	4_74	M_B3Z	51053	974	3271
1615	3_74	H_Ramos	368	965	17854
1618	4_76	H_Ramos	343	638	23173
1619	3_76	Undetermined	1554	2470	4377
1620	4_76	M_B3Z	55772	841	2585
1621	3_76	H_Ramos	318	908	16312
1622	4_76	Undetermined	244	508	8293
1623	3_76	M_B3Z	35972	967	2841
1631	3_77	M_B3Z	39351	994	3422
1633	3_77	H_Ramos	412	1082	20573
1634	3_77	Undetermined	354	853	3200
1636	4_78	Undetermined	508	1023	4752
1637	4_78	M_B3Z	25845	899	3350
1638	4_78	H_Ramos	516	1144	10293
1639		H_Ramos	418	868	14322
1640		Undetermined	331	1028	3157
1641	3_80	M_B3Z	43358	1269	3448
1642		H_Ramos	381	866	22822
1643		M_B3Z	35224	971	3657
1644	4_81	Undetermined	293	648	2986
1645	3_81	Undetermined	322	979	3175
1646		Undetermined	327	976	3222
1647		Undetermined	350	802	3946
1648	3_83	H_Ramos	332	1079	19026
1649		H_Ramos	377	805	21910
1650		Undetermined	345	742	3611
1651	3_84	M_B3Z	29884	1375	3439
1652		Undetermined	286	1019	3436
1656	3_85	H_Ramos	455	819	17160
1657	3_85	M_B3Z	65432	1293	3377
1658		M_B3Z	65434	1175	3366
1659	3_85	H_Ramos	731	1228	16128
1660	4_86	H_Ramos	322	672	19796
1661		H_Ramos	370	687	13333
1662	3_86	M_B3Z	24874	1037	3103
1663	3_87	M_B3Z	35410	1163	3031
1664	4_87	M_B3Z	25417	650	1961
1665	4_87	M_B3Z	2543	1012	2442
1666	3_87	H_Ramos	328	863	14320
1670		H_Ramos	344	1084	17023
1671	3_88	M_B3Z	65434	1368	2961
1673	4_89	H_Ramos	293	670	17387
1674	3_89	M_B3Z	5933	1255	3133
1675	3_89	H_Ramos	394	1084	23274
1676	3_89	Undetermined	855	901	10045
1680		M_B3Z	62774	958	3265
1681		Undetermined	4299	800	3416
1682		Undetermined	359	807	3357
1683	3_91	H_Ramos	390	825	20777
1684	3_91	M_B3Z	65358	1261	3072
1685		M_B3Z	50533	1150	3475
1686	3_91	M_B3Z	52909	1256	3432
1687		M_B3Z	5376	1078	3168
1688		Undetermined	8881	2223	4749
1689		Undetermined	307	627	2969
1690	3_93	M_B3Z	38718	1088	3508
1691	3_94	Undetermined	356	27447	17294
1692	4_94	H_Ramos	346	813	21836
1693	4_94	H_Ramos	325	803	17766
1694		H_Ramos	398	800	14992
1695	4_95	M_B3Z	34681	967	2279
1696	3_95	M_B3Z	44549	1269	3216
1698	4_95	Undetermined	226	594	2144
1699		Undetermined	228	572	2166
1703	4_96	M_B3Z	47589	915	2789
1704	3_96	M_B3Z	65433	1595	3194
1705	4_96	H_Ramos	448	779	17496
1706	4_96	M_B3Z	40965	902	3154
1708	4_98	M_B3Z	32741	843	2118
1709	4_98	Undetermined	289	659	5050
1710	4_98	M_B3Z	32687	769	1816
1714	3_99	H_Ramos	380	1088	16488
1715		M_B3Z	26850	1184	3020
1716	3_99	H_Ramos	375	1094	16673
1717	4_99	H_Ramos	349	837	16031
1718	3_99	M_B3Z	65434	1372	2963
1719		H_Ramos	365	750	17448
1720		H_Ramos	388	949	20164
1721		M_B3Z	45790	972	2680
1724		Undetermined	343	714	2624
1725		Undetermined	355	733	2715
1726		Undetermined	362	731	2801
1727	4_101	H_Ramos	321	838	10728
1728	4_101	H_Ramos	319	772	11603
1729		M_B3Z	1497	966	3237
1730		H_Ramos	394	857	20739
1731	3_102	H_Ramos	380	971	16948
1732	4_103	H_Ramos	269	695	11061
1733	4_103	Undetermined	192	553	6448
1734		Undetermined	239	736	2207
1735	3_104	M_B3Z	51894	1229	2994
1736	3_104	H_Ramos	817	1104	12388
1737	3_104	M_B3Z	65432	1526	3088
1738	3_104	H_Ramos	376	981	23426
1739		Undetermined	307	1172	2645
1740		Undetermined	381	892	3138
1742	3_105	H_Ramos	387	1037	16701
1743	3_105	M_B3Z	65434	1497	3031
1744	4_105	H_Ramos	333	855	10843
1745	4_105	H_Ramos	328	853	19266
1746	3_105	M_B3Z	61980	1453	2957
1751	3_106	M_B3Z	27170	1018	2492
1753	4_106	M_B3Z	23999	1095	1865
1754	4_106	Undetermined	261	836	7512
1757		H_Ramos	396	1147	16851
1758	3_107	H_Ramos	438	1270	24222
1760	3_107	M_B3Z	36534	1451	3333
1763	3_107	H_Ramos	472	1284	14553
1764	2_107	Undetermined	384	1667	3629
1765	3_107	M_B3Z	65434	1637	3510
1766	4_108	H_Ramos	356	1042	16593
1767	4_108	M_B3Z	65433	1600	3066
1768	4_108	H_Ramos	444	1026	11544
1769		M_B3Z	55294	1420	3344
1771	3_108	H_Ramos	644	1345	19227
1772	4_108	H_Ramos	357	1067	15930
1773	3_109	H_Ramos	398	1187	15502
1778		H_Ramos	537	1624	15481
1779		M_B3Z	65434	2083	3793
1780	4_109	M_B3Z	35798	1585	3081
1782	4_109	M_B3Z	36554	1448	2868
1783	3_109	H_Ramos	579	2107	15916
1784	4_109	H_Ramos	451	1574	14856
1785	3_109	H_Ramos	628	2270	7206
1786		H_Ramos	669	2283	14932
1787		Undetermined	479	1829	21341
1788	3_110	M_B3Z	51074	2564	4790
1789	3_110	H_Ramos	610	2226	17225
1790	3_110	M_B3Z	65434	2724	4565
1794		M_B3Z	19868	2579	4285
1795		M_B3Z	28292	1905	4026
1796	4_111	M_B3Z	29100	2171	4043
1800	4_112	M_B3Z	51287	64323	64865
1801	3_112	M_B3Z	65432	65438	65438
1803	4_112	M_B3Z	44768	65437	65438
1804		M_B3Z	64329	65438	65438
1806		Undetermined	29926	65438	65438
1807		M_B3Z	50208	65438	65438
1809		Undetermined	32422	65438	65438
1811		Undetermined	35047	65438	65438
1812		M_B3Z	63702	65438	65438
1813		M_B3Z	65434	65438	65438
1814		Undetermined	27871	65438	65438
1815		Undetermined	39864	65438	65438
1818		Undetermined	32686	65438	65438
1820		M_B3Z	64150	65438	65438
1821		M_B3Z	46558	4479	5684
1822		Undetermined	38175	4632	5766
1824	6_1	Undetermined	49792	17424	2944
1825	6_1	H_Ramos	515	981	16202
1826		Undetermined	362	785	2295
1829	7_2	M_B3Z	34555	1032	2193
1830	6_2	M_B3Z	57630	1505	2473
1831	6_2	M_B3Z	33125	1162	2381
1832		Undetermined	28451	1298	2390
1835	7_3	M_B3Z	53526	808	1972
1836	7_3	H_Ramos	360	567	14088
1837	6_3	M_B3Z	39726	917	2219
1838	6_3	M_B3Z	38821	787	2267
1839		M_B3Z	20322	801	2294
1840	6_4	M_B3Z	37193	715	2375
1841	6_4	M_B3Z	19552	825	2373
1842	7_4	M_B3Z	1285	779	2197
1843	7_4	H_Ramos	339	582	17911
1844	6_4	H_Ramos	448	567	12589
1845	5_4	M_B3Z	28349	1606	2487
1846		M_B3Z	1726	672	2075
1847	7_5	H_Ramos	325	551	15040
1849	6_5	Undetermined	348	575	2289
1850	5_6	H_Ramos	323	946	10400
1851	6_6	M_B3Z	51392	854	2490
1852	6_6	H_Ramos	421	675	20133
1853	7_6	H_Ramos	327	654	12616
1854	6_6	M_B3Z	46425	887	2662
1855	7_7	Undetermined	2510	1274	2997
1856	7_8	Undetermined	235	561	6868
1857	7_8	Undetermined	243	556	5728
1861	6_8	Undetermined	313	782	2837
1862		H_Ramos	396	914	17748
1863	6_9	H_Ramos	410	938	15559
1864	6_9	H_Ramos	358	860	22462
1865		M_B3Z	46486	1125	2839
1866	6_10	H_Ramos	420	946	17369
1868	7_10	M_B3Z	54514	978	2763
1869	6_10	H_Ramos	427	928	27161
1870		M_B3Z	65429	1096	3047
1871	7_11	M_B3Z	21892	668	1838
1875		H_Ramos	388	850	15159
1877		M_B3Z	65432	1187	3299
1878	6_11	H_Ramos	412	922	17409
1882	6_12	M_B3Z	65435	1219	3227
1883	6_12	M_B3Z	47445	1010	3338
1884		Undetermined	1209	804	3005
1886	7_13	M_B3Z	52412	807	2391
1887	6_13	Undetermined	335	742	2808
1888	6_13	H_Ramos	417	796	25553
1891		M_B3Z	3405	1080	2892
1893	6_14	M_B3Z	58896	1162	3315
1894		Undetermined	421	1103	2951
1895	6_14	H_Ramos	516	1153	15601
1896	6_14	H_Ramos	482	949	18834
1897		H_Ramos	367	1083	9980
1898	7_15	H_Ramos	360	851	14126
1899		M_B3Z	65433	1149	3477
1901	6_15	M_B3Z	35795	1376	3609
1902	6_15	M_B3Z	45249	1075	3392
1903	7_15	M_B3Z	55319	1066	3097
1904	5_15	M_B3Z	28608	3302	3183
1905	6_15	H_Ramos	449	899	24725
1906		M_B3Z	61422	1077	3135
1907	6_16	M_B3Z	23137	977	3126
1908	6_16	M_B3Z	64901	1043	2974
1913		M_B3Z	48635	1072	3065
1914	7_17	M_B3Z	3392	914	2775
1915		M_B3Z	65432	1172	3587
1916	6_17	H_Ramos	471	938	23998
1917		M_B3Z	48380	1228	3326
1918		Undetermined	364	938	3686
1922		M_B3Z	47363	1014	3074
1923	7_19	H_Ramos	243	564	10371
1924	7_19	M_B3Z	21760	583	1629
1927	6_19	H_Ramos	331	677	13095
1929	6_19	M_B3Z	65430	930	2966
1930	6_19	H_Ramos	434	722	17784
1934		M_B3Z	41113	1142	3278
1937	5_19	M_B3Z	64645	1239	2930
1938	7_20	H_Ramos	357	735	19386
1939	6_20	H_Ramos	432	842	20415
1940	6_20	H_Ramos	421	832	23122
1941	7_20	H_Ramos	337	781	11808
1942	6_20	H_Ramos	433	883	13919
1943	7_21	M_B3Z	54839	876	2556
1944	7_21	H_Ramos	339	720	13832
1950		H_Ramos	416	939	22856
1952	7_22	M_B3Z	63017	931	3052
1953		H_Ramos	402	1118	19571
1954	5_22	H_Ramos	374	1122	15811
1955		M_B3Z	62789	1171	3377
1956	6_23	M_B3Z	16099	921	3462
1957	6_23	M_B3Z	65435	1165	3736
1958	6_23	M_B3Z	54429	990	4196
1959	6_23	H_Ramos	1169	979	26700
1960		M_B3Z	46782	1250	2952
1961	5_24	Undetermined	495	1327	2961
1965	6_25	M_B3Z	2247	819	3233
1967	7_25	M_B3Z	65434	961	2996
1968	6_25	M_B3Z	63744	1165	3251
1969	6_25	H_Ramos	436	830	26589
1970	6_25	H_Ramos	423	818	18795
1972		M_B3Z	42975	1025	2900
1973	6_26	H_Ramos	366	750	21423
1974		M_B3Z	63082	1072	4146
1980		Undetermined	268	607	2487
1984		Undetermined	334	766	3185
1985		Undetermined	305	756	3124
1986		M_B3Z	65434	1220	3196
1987		Undetermined	257	725	2857
1989		M_B3Z	65430	1214	2844
