Cell_Index_Global	Cage_ID	Cell_Type	Median_intensity_FITC	Median_intensity_TRITC	Median_intensity_Cy5
10124	30_46	H_Ramos	361	796	15330
10125	30_46	H_Ramos	352	801	10722
10128	30_47	M_B3Z	51494	952	3135
10130	30_47	M_B3Z	56669	989	3659
10131	30_48	M_B3Z	65435	1239	4051
10132	30_48	H_Ramos	353	893	16233
10133		Undetermined	367	1037	5437
10134	30_48	H_Ramos	350	857	19202
10135	29_49	Undetermined	2788	1208	4461
10136	29_49	M_B3Z	34400	1372	4565
10137	30_49	H_Ramos	324	826	13452
10140		M_B3Z	8778	911	4465
10141		Undetermined	299	716	4241
10142		H_Ramos	377	1110	13541
10143	29_52	M_B3Z	65433	1304	3820
10144	29_52	M_B3Z	41352	1305	3654
10145	29_52	M_B3Z	18538	1168	3689
10150	30_52	M_B3Z	39597	1094	2961
10151		M_B3Z	6082	922	14597
10152		M_B3Z	44990	1199	2936
10153	30_53	M_B3Z	17612	861	3154
10154	30_53	H_Ramos	359	789	22177
10155		Undetermined	365	697	3301
10156		Undetermined	496	740	3178
10157	30_55	H_Ramos	363	676	11053
10159		Undetermined	299	620	2596
10160		Undetermined	338	676	3055
10162	30_57	H_Ramos	315	712	10817
10163	30_57	M_B3Z	44718	1037	2932
10164	29_57	M_B3Z	54416	1219	3053
10168		M_B3Z	36658	996	2042
10169	30_58	M_B3Z	39919	1648	3068
10170		H_Ramos	426	1553	45834
10171	30_58	H_Ramos	330	1613	14564
10172	29_58	M_B3Z	42045	1715	3808
10173	30_59	H_Ramos	381	1581	24624
10174	30_59	M_B3Z	37980	1568	3442
10175		Undetermined	34241	2280	4568
10176	29_59	Undetermined	446	1728	8275
10177	30_60	Undetermined	340	1548	7067
10178	29_60	H_Ramos	330	1636	16091
10180		Undetermined	442	1461	4428
10181		Undetermined	474	1666	3512
10182	30_61	H_Ramos	329	1354	13383
10183		M_B3Z	50185	1401	3534
10186	29_62	H_Ramos	373	1662	20205
10187	30_62	H_Ramos	325	1332	18954
10188		H_Ramos	366	1445	11027
10189	30_63	H_Ramos	328	1179	15157
10190	29_63	M_B3Z	35430	1667	3119
10191	30_63	H_Ramos	260	991	11851
10192	30_63	Undetermined	189	778	7601
10197	29_64	M_B3Z	65099	1513	3786
10199	29_64	M_B3Z	47675	1234	3732
10200	30_65	H_Ramos	358	743	11854
10202	29_65	H_Ramos	354	992	21129
10203	29_66	H_Ramos	329	925	22293
10204		M_B3Z	61195	1189	3348
10206	29_66	M_B3Z	33156	1079	3213
10211	29_66	M_B3Z	23589	1118	3566
10213		M_B3Z	63952	1282	3995
10215	29_68	H_Ramos	373	1088	32318
10216	29_68	H_Ramos	604	1495	8836
10217	29_68	M_B3Z	25457	1158	4360
10218	30_68	M_B3Z	2322	829	3392
10222	29_69	M_B3Z	25034	1091	4315
10223	30_69	M_B3Z	45484	1153	4396
10224		H_Ramos	396	1016	19367
10225	30_69	Undetermined	1520	976	3986
10227		M_B3Z	46024	1132	4913
10228		M_B3Z	22678	1367	4221
10234		Undetermined	383	1025	5334
10235		H_Ramos	341	997	18325
10238	29_71	H_Ramos	334	1081	12630
10239	29_71	Undetermined	354	1130	5024
10240	30_71	M_B3Z	13925	872	3113
10241	29_71	M_B3Z	32732	1162	4030
10242	30_71	H_Ramos	286	714	17576
10246	30_72	M_B3Z	63981	1296	4701
10247	29_72	H_Ramos	401	1119	23926
10248	30_72	M_B3Z	62437	1233	4702
10249	30_72	M_B3Z	34573	1161	4596
10250	29_73	M_B3Z	60770	1374	5172
10251	29_73	M_B3Z	59313	1325	5206
10254	30_74	M_B3Z	32764	964	4179
10255	29_74	Undetermined	10750	1247	13323
10256	29_74	M_B3Z	19509	1072	4412
10257	29_74	H_Ramos	305	941	14373
10262		H_Ramos	397	1062	17557
10264	30_75	M_B3Z	37903	1187	4187
10265	29_75	H_Ramos	370	1065	19847
10266	29_75	H_Ramos	405	1087	27584
10270	30_76	M_B3Z	58169	995	3663
10271	29_76	H_Ramos	376	1046	21329
10272	29_76	M_B3Z	29665	1328	4476
10273		M_B3Z	4100	970	4349
10276	29_77	M_B3Z	47473	1103	3605
10279	30_78	H_Ramos	342	766	12196
10281	30_78	M_B3Z	36450	1126	3114
10282	30_78	M_B3Z	32323	883	3105
10284	30_79	H_Ramos	297	711	14073
10285	30_79	H_Ramos	305	731	15532
10292	29_80	M_B3Z	3040	875	3239
10293	29_80	M_B3Z	50861	1189	3362
10294	29_80	M_B3Z	52988	1097	3404
10298		H_Ramos	600	1208	14933
10300	29_82	M_B3Z	39694	1145	3075
10302		Undetermined	413	939	4000
10303	30_83	H_Ramos	297	777	17752
10305	29_83	Undetermined	341	843	3762
10306		M_B3Z	3027	981	3900
10307		Undetermined	335	913	3928
10308	30_84	H_Ramos	276	807	14245
10309	30_84	Undetermined	7973	828	3357
10310	29_84	M_B3Z	5332	1012	4324
10311	29_84	H_Ramos	547	1251	11057
10312	29_84	H_Ramos	365	968	21728
10314		Undetermined	308	940	4110
10315		M_B3Z	60586	1240	4272
10320		Undetermined	351	1075	5674
10321		Undetermined	356	1068	5727
10322	29_86	M_B3Z	50836	1758	5805
10324		H_Ramos	354	1240	10590
10325		Undetermined	292	894	4620
10332		M_B3Z	3355	1007	4939
10333		M_B3Z	32885	1180	4745
10334	28_90	Undetermined	274	1132	4526
10342		M_B3Z	53486	1302	5601
10343		H_Ramos	423	1068	14417
10345	29_93	M_B3Z	65105	1297	4950
10346	29_93	H_Ramos	328	954	16795
10356	29_94	H_Ramos	409	1016	30025
10357	28_94	H_Ramos	400	1173	23931
10358	29_94	H_Ramos	432	1075	22918
10363	29_96	H_Ramos	318	840	9166
10364		M_B3Z	33712	954	3703
10369	28_97	Undetermined	2094	1203	3874
10370	29_97	M_B3Z	30018	1542	4451
10371	28_98	H_Ramos	369	1102	16883
10372	29_98	M_B3Z	41500	1046	4069
10374	29_98	M_B3Z	34736	968	4108
10376	29_99	M_B3Z	65433	1192	4519
10377		Undetermined	350	759	4255
10378	29_100	M_B3Z	65433	1212	4335
10379		M_B3Z	2433	1262	4096
10380	29_101	H_Ramos	378	786	17445
10381	28_101	M_B3Z	31639	1114	3587
10385		H_Ramos	434	814	25696
10387	29_102	M_B3Z	10145	866	3691
10389	29_103	H_Ramos	408	853	21194
10392		M_B3Z	4523	1067	3515
10393		M_B3Z	39026	1517	3022
10395	29_106	M_B3Z	27271	952	3127
10396		Undetermined	395	609	8003
10397		Undetermined	300	600	2464
10399	29_107	M_B3Z	43211	823	2367
10400	28_107	M_B3Z	31565	1030	2433
10401	28_107	H_Ramos	443	806	14749
10402	28_107	M_B3Z	3048	959	2481
10404		Undetermined	480	1476	2640
10405	28_108	H_Ramos	389	990	15263
10409	28_109	M_B3Z	34940	1081	2313
10411	29_110	M_B3Z	53623	1198	2907
10413		M_B3Z	57730	1407	2994
10414		M_B3Z	8955	1451	2864
10415	29_111	Undetermined	65435	2206	3959
10416		Undetermined	32791	3329	4692
10417		Undetermined	795	3041	7580
10418		Undetermined	799	3590	16434
10419	29_112	Undetermined	33580	4842	6939
10420	29_112	H_Ramos	1086	4792	16386
10423		Undetermined	56894	65438	65438
10424		M_B3Z	65433	65438	65438
10425		Undetermined	65435	65439	65439
10426		Undetermined	65433	65438	65438
10427		Undetermined	65436	65438	65438
10428		Undetermined	65435	65438	65438
10429		Undetermined	65435	65438	65438
10430	32_1	M_B3Z	40933	1104	2845
10431	32_1	H_Ramos	403	855	23102
10432	32_1	H_Ramos	423	892	15892
10433		M_B3Z	4923	1254	3100
10434		Undetermined	391	894	3283
10435	32_2	H_Ramos	364	821	13999
10437	32_2	M_B3Z	65435	1072	3182
10438	32_3	H_Ramos	401	824	20757
10440	32_3	M_B3Z	58097	974	2513
10441	32_3	H_Ramos	366	774	10390
10444		Undetermined	292	1075	3190
10449		H_Ramos	361	861	14380
10452	32_4	M_B3Z	52190	1043	3419
10453	32_4	H_Ramos	347	815	16669
10454		Undetermined	395	948	3702
10455		M_B3Z	65434	1278	3510
10457	32_5	M_B3Z	65434	1127	3298
10458		M_B3Z	64407	1211	3780
10459		Undetermined	297	823	3157
10462	32_6	M_B3Z	34293	912	2894
10463	32_6	Undetermined	1609	785	2804
10464	32_6	M_B3Z	45785	897	2878
10465	32_6	H_Ramos	265	636	8606
10466	32_6	H_Ramos	363	865	20629
10472	31_6	M_B3Z	37850	1263	3713
10473	32_7	M_B3Z	59216	1130	3614
10474	32_7	H_Ramos	378	947	38948
10475	32_8	H_Ramos	361	915	14476
10476	32_8	M_B3Z	64939	1193	3201
10480		M_B3Z	53907	992	3680
10481	32_9	H_Ramos	344	884	18958
10483		Undetermined	303	1008	3915
10484	32_9	M_B3Z	52509	1002	3707
10486	32_10	H_Ramos	363	854	13401
10487		M_B3Z	38382	1210	4049
10488	32_10	M_B3Z	60050	1123	3743
10489		M_B3Z	2731	1042	3959
10490	31_11	Undetermined	293	1100	3576
10491	31_11	M_B3Z	48711	1233	3688
10492	32_11	H_Ramos	297	681	13840
10493		Undetermined	287	1109	3606
10496		Undetermined	317	828	3785
10498	32_12	H_Ramos	397	830	16246
10499	32_12	M_B3Z	63599	1004	3681
10500	32_12	H_Ramos	336	819	25136
10501	32_13	H_Ramos	350	736	20421
10502	32_14	H_Ramos	389	724	12831
10504	31_14	M_B3Z	34968	1039	3356
10506	32_14	H_Ramos	227	525	10116
10507	32_14	M_B3Z	39860	796	2712
10509	32_14	M_B3Z	41720	795	2907
10514	32_15	M_B3Z	65435	1154	3463
10516	31_16	H_Ramos	380	1066	19110
10518	32_17	M_B3Z	19737	815	2671
10519	31_17	M_B3Z	42055	974	3093
10522	32_17	M_B3Z	44429	615	1867
10525	32_17	Undetermined	350	681	3798
10528	32_18	M_B3Z	50406	891	3005
10529	32_18	M_B3Z	65435	1096	3315
10530	32_18	Undetermined	1131	733	3164
10537	31_20	M_B3Z	40571	1140	4383
10538		Undetermined	330	929	4337
10540	32_20	H_Ramos	367	857	19835
10541	32_20	H_Ramos	344	842	12476
10542	32_20	M_B3Z	54128	1199	4048
10543	31_21	M_B3Z	14483	1407	5395
10544	32_21	M_B3Z	4444	952	4159
10545	32_22	M_B3Z	13847	823	3711
10546	31_22	M_B3Z	65433	1405	4708
10547	32_22	M_B3Z	31359	807	2960
10548	32_22	H_Ramos	298	713	12594
10555	32_22	M_B3Z	47036	1096	4732
10556		M_B3Z	38050	1196	5118
10557		H_Ramos	435	998	12111
10558	32_23	Undetermined	549	1413	9098
10559	31_23	M_B3Z	65429	1308	4683
10560	31_23	H_Ramos	388	1200	15146
10561	32_24	M_B3Z	45040	1014	4514
10562		Undetermined	327	923	4754
10563	31_25	M_B3Z	28265	1138	3758
10564	32_25	Undetermined	218	588	3200
10565	31_25	M_B3Z	47574	1123	3708
10569	31_25	M_B3Z	58376	1317	4115
10570		Undetermined	567	1383	8306
10571	31_26	M_B3Z	52352	1378	4226
10572	32_26	M_B3Z	65430	1156	4397
10573	31_26	M_B3Z	53996	1331	4385
10574	32_27	H_Ramos	314	796	15164
10575		M_B3Z	46135	1044	4447
10576	31_27	M_B3Z	39449	1338	4173
10577	31_27	M_B3Z	33306	1190	4159
10578		Undetermined	291	761	3858
10579		H_Ramos	315	865	13113
10580	32_28	M_B3Z	2500	692	3318
10581	31_28	H_Ramos	294	881	11230
10582	32_28	M_B3Z	16398	599	2109
10588		M_B3Z	12350	915	3911
10589		Undetermined	12807	1065	18677
10590	31_29	M_B3Z	46425	1115	3895
10592	32_29	H_Ramos	303	785	8882
10593	32_29	M_B3Z	54340	888	3618
10595	31_30	M_B3Z	45453	1111	3496
10597	31_30	M_B3Z	26388	1046	3232
10600	32_31	H_Ramos	321	724	15743
10601	32_31	M_B3Z	2139	744	2701
10602	31_31	H_Ramos	334	916	18340
10604		M_B3Z	39390	985	3641
10605	31_32	Undetermined	49731	1252	3598
10606	31_32	H_Ramos	392	978	19062
10607	32_32	H_Ramos	312	772	19934
10608	32_32	M_B3Z	33624	840	3321
10609	32_32	H_Ramos	388	730	11313
10610		Undetermined	45680	1154	11012
10612		Undetermined	420	944	4679
10614	31_33	M_B3Z	63682	1079	3122
10618	31_34	H_Ramos	375	947	11991
10619	32_34	H_Ramos	321	801	10588
10620	32_34	Undetermined	275	771	3241
10621	32_34	M_B3Z	65431	995	3571
10622		Undetermined	336	818	3953
10623		H_Ramos	340	1039	11599
10624		H_Ramos	370	765	21899
10625	32_36	Undetermined	15213	826	15817
10626	32_36	H_Ramos	340	678	17421
10627	32_36	Undetermined	341	842	4113
10628	31_36	M_B3Z	65430	1174	3539
10629	31_36	M_B3Z	39746	1056	3277
10633	31_36	M_B3Z	13930	995	3603
10637	32_36	M_B3Z	39327	909	3458
10638	31_37	M_B3Z	43882	1122	3909
10639	31_37	M_B3Z	43208	1094	4097
10640		Undetermined	305	725	3685
10641	32_37	M_B3Z	65434	982	3620
10642	31_37	M_B3Z	63724	1345	4155
10643	32_37	M_B3Z	62448	1091	3631
10645	31_39	M_B3Z	42383	972	3116
10648	31_39	M_B3Z	51775	1106	3682
10649		H_Ramos	554	1164	8570
10650		M_B3Z	1324	845	3558
10652	32_40	M_B3Z	42032	970	3323
10653		H_Ramos	375	757	15043
10654	31_40	H_Ramos	373	881	14483
10656	31_40	M_B3Z	39417	1071	3573
10657	30_41	M_B3Z	54684	1493	3566
10658	32_41	H_Ramos	247	721	11789
10659		Undetermined	372	701	5402
10660	31_41	M_B3Z	65430	1188	3329
10661	32_41	Undetermined	213	590	2351
10667	32_42	H_Ramos	304	734	33454
10668	31_42	M_B3Z	59705	1114	3395
10669	31_42	Undetermined	2304	833	3513
10671		H_Ramos	382	915	18724
10673	32_43	M_B3Z	30198	952	3146
10674	32_43	M_B3Z	50412	910	3118
10675		H_Ramos	340	858	16149
10676		M_B3Z	61393	931	2844
10678	31_44	M_B3Z	40629	1130	2999
10679	31_44	H_Ramos	323	796	15605
10684	31_45	M_B3Z	60854	1239	3605
10685	31_45	M_B3Z	2720	940	3759
10687	32_45	M_B3Z	3710	817	3076
10688	32_45	H_Ramos	477	1088	10895
10689	31_45	M_B3Z	3427	949	3738
10690		M_B3Z	41756	1040	3650
10691		H_Ramos	439	874	15775
10692	31_46	M_B3Z	63190	958	3760
10695		M_B3Z	1479	923	3880
10697	32_46	M_B3Z	41523	946	3012
10702	31_48	H_Ramos	400	964	18968
10703	31_48	Undetermined	379	965	10085
10704	32_48	H_Ramos	308	795	20023
10706	31_48	M_B3Z	55089	1111	4424
10708	31_48	M_B3Z	58951	1176	4362
10709	32_49	M_B3Z	65432	990	2932
10710	31_49	M_B3Z	52371	1045	4101
10711	32_49	H_Ramos	282	678	16415
10712	32_49	H_Ramos	267	645	9869
10713	31_49	H_Ramos	357	919	13544
10718	32_50	M_B3Z	44564	916	2719
10719	31_50	H_Ramos	398	935	22485
10720	31_50	M_B3Z	16732	980	4130
10721		Undetermined	318	677	3217
10722		Undetermined	1150	2665	4344
10723		H_Ramos	410	883	24588
10724		H_Ramos	449	723	18369
10726	32_51	M_B3Z	3319	714	2900
10727	31_51	M_B3Z	51414	1133	3815
10728		Undetermined	373	758	3326
10729		M_B3Z	3074	842	3636
10730	30_52	Undetermined	343	1148	3495
10731	31_52	H_Ramos	380	888	16980
10732		H_Ramos	349	669	20593
10733	31_52	M_B3Z	38226	1177	3351
10735	31_52	H_Ramos	475	840	11387
10736	31_52	M_B3Z	42002	1039	3135
10743	30_52	M_B3Z	36063	862	2775
10746		Undetermined	302	615	2698
10748		Undetermined	363	775	3434
10752	31_54	Undetermined	293	660	2973
10754	31_55	Undetermined	374	1007	8161
10756	31_55	H_Ramos	333	816	13817
10759		M_B3Z	44688	962	2687
10763		M_B3Z	3845	959	3499
10764		M_B3Z	42718	830	2742
10765	30_56	M_B3Z	58783	1313	3030
10766		Undetermined	349	765	3396
10767	31_56	M_B3Z	33067	1073	3483
10769		M_B3Z	13899	930	3564
10772	30_57	M_B3Z	9788	1290	3463
10773	30_57	Undetermined	1822	1126	3259
10779		H_Ramos	386	759	12603
10781	31_58	Undetermined	62634	1452	3982
10782	31_58	M_B3Z	52077	1171	3794
10783	31_58	M_B3Z	65435	1442	3909
10786		H_Ramos	369	843	13425
10787	31_59	M_B3Z	63231	1455	4225
10790		Undetermined	321	781	3291
10791	31_60	M_B3Z	65432	1457	3956
10793		M_B3Z	35057	871	3466
10795	31_61	H_Ramos	422	885	36453
10797		M_B3Z	46999	1061	3584
10798		Undetermined	497	1050	4456
10799		M_B3Z	65427	1261	3551
10800		H_Ramos	415	961	18614
10803		M_B3Z	56920	972	2643
10804		M_B3Z	44681	870	2443
10814		Undetermined	3260	829	3256
10815		H_Ramos	399	823	15555
10816	31_64	M_B3Z	4792	862	3575
10817	31_64	H_Ramos	400	830	13139
10819	30_65	H_Ramos	349	1018	11186
10820	31_65	Undetermined	12321	1224	11770
10821		Undetermined	343	704	3312
10822		Undetermined	1504	826	3414
10824	31_66	Undetermined	442	936	5959
10825	31_66	M_B3Z	44405	1055	3043
10827		H_Ramos	410	927	17432
10828	31_67	H_Ramos	506	1056	22613
10829	31_67	H_Ramos	402	921	17815
10830	31_67	M_B3Z	65433	1349	4401
10832		H_Ramos	469	933	17564
10833		M_B3Z	53753	1152	4241
10835	31_68	M_B3Z	64427	1360	4193
10836		M_B3Z	30074	1188	3830
10837		Undetermined	366	859	5243
10842	31_69	M_B3Z	44566	1302	5068
10843	31_69	H_Ramos	371	1126	20572
10844	30_70	M_B3Z	4731	1509	4685
10845	31_70	H_Ramos	423	1881	20250
10846	30_70	H_Ramos	383	1446	9634
10847	31_70	H_Ramos	477	1548	19035
10848	31_70	M_B3Z	39827	1574	5530
10850	31_70	H_Ramos	448	1345	28016
10851	31_70	M_B3Z	65432	1430	5490
10852	31_70	Undetermined	625	1123	20335
10853		H_Ramos	392	1030	19897
10854	31_71	M_B3Z	37469	1088	4902
10855	31_71	H_Ramos	386	1021	15158
10864		H_Ramos	485	1254	17975
10865	31_72	M_B3Z	62670	1379	6293
10869	31_73	M_B3Z	16120	1180	6321
10870	31_73	M_B3Z	30110	1279	6358
10871	30_73	M_B3Z	43881	1415	5361
10872		H_Ramos	378	1095	16219
10875	31_75	M_B3Z	30760	1193	5851
10876		Undetermined	285	1332	4695
10877		Undetermined	281	1337	4671
10878	31_75	H_Ramos	386	1101	23044
10881	31_76	Undetermined	357	1092	6966
10882	30_77	M_B3Z	28257	1101	3581
10884	30_77	H_Ramos	353	1022	21329
10885		H_Ramos	577	955	14025
10886		H_Ramos	616	1002	12193
10887	31_78	M_B3Z	51076	1197	5802
10890	30_78	M_B3Z	61702	1493	4130
10891	31_78	M_B3Z	53513	1296	4846
10893	31_79	H_Ramos	390	934	22828
10895	30_79	H_Ramos	352	1495	15472
10898		M_B3Z	44400	1083	3684
10899	31_80	M_B3Z	4145	895	3909
10900	31_80	M_B3Z	32023	1003	3825
10901	30_80	M_B3Z	37286	1189	3366
10902		M_B3Z	3525	864	4018
10903		M_B3Z	60459	1358	3101
10904	31_81	Undetermined	465	1000	4967
10905	30_81	Undetermined	3128	1089	19446
10906		Undetermined	342	800	3736
10907		Undetermined	503	999	8304
10908	31_82	M_B3Z	47627	1208	3436
10909	30_82	M_B3Z	36952	1128	3111
10913	30_83	M_B3Z	32168	1524	4323
10916	30_84	M_B3Z	11616	1614	4491
10917	31_84	M_B3Z	49174	1697	5161
10918	31_84	H_Ramos	421	1438	20004
10919	30_84	M_B3Z	44135	1816	4684
10920		H_Ramos	398	1733	8700
10921	31_85	H_Ramos	357	1513	25496
10922	30_85	M_B3Z	38308	1632	4414
10923	30_85	H_Ramos	331	1445	13808
10924	30_85	M_B3Z	42115	1761	4330
10929	30_85	M_B3Z	51113	1781	5215
10930		H_Ramos	395	2476	17546
10931	31_86	M_B3Z	4474	1784	6250
10932	30_86	M_B3Z	41263	2048	5657
10933	31_86	Undetermined	16615	1961	17458
10934	30_87	H_Ramos	366	1876	24972
10935	30_87	H_Ramos	419	1783	11788
10936		H_Ramos	411	1434	21734
10938	31_88	M_B3Z	54413	1631	4207
10939	31_88	M_B3Z	33240	1568	4173
10941	30_88	H_Ramos	326	1018	22377
10944		M_B3Z	65433	1376	4753
10945		M_B3Z	65433	1354	4978
10946		Undetermined	5709	1065	4866
10947	30_89	M_B3Z	4119	1206	4403
10948	30_89	H_Ramos	357	1217	15334
10949	30_89	H_Ramos	365	1218	20268
10950	30_90	H_Ramos	463	1490	9403
10951	30_90	M_B3Z	31344	1197	3849
10952	30_90	M_B3Z	1913	1000	3639
10955		H_Ramos	267	836	7184
10956		H_Ramos	394	827	25073
10957	31_91	M_B3Z	28317	1010	4227
10958	30_91	M_B3Z	43944	1167	3985
10959	30_92	M_B3Z	29044	1219	3833
10960		Undetermined	337	863	4003
10961		H_Ramos	405	806	18943
10962		M_B3Z	3437	927	3592
10963	31_93	M_B3Z	56897	1040	3642
10964	31_93	M_B3Z	22556	809	3368
10965	30_93	H_Ramos	326	925	13377
10966	30_93	M_B3Z	4462	959	3354
10973	31_94	M_B3Z	45961	1105	4143
10974	30_94	Undetermined	1279	1046	4219
10975	30_94	Undetermined	340	1037	4245
10976	30_94	H_Ramos	478	1223	11631
10977	30_95	M_B3Z	3080	1088	4082
10978	30_95	M_B3Z	33002	1251	4098
10979	30_95	H_Ramos	360	1051	16708
10980	30_96	M_B3Z	1576	986	3571
10981	31_96	M_B3Z	38603	1183	3679
10982		H_Ramos	361	704	14761
10983	31_96	M_B3Z	46563	927	3444
10988	30_97	M_B3Z	42605	1311	3660
10989	31_97	M_B3Z	24602	1115	3836
10990	30_97	H_Ramos	365	1069	13008
10991	31_97	Undetermined	28019	1056	13691
10992		Undetermined	342	700	3366
10993	31_98	M_B3Z	26954	948	3517
10994	30_99	M_B3Z	34712	1156	3953
10995	31_99	H_Ramos	391	857	29205
10996	31_99	M_B3Z	61923	1312	4049
10997	31_100	Undetermined	47490	5698	4253
10998	30_100	H_Ramos	348	969	19207
10999		M_B3Z	6191	828	3886
11001	31_101	Undetermined	5969	1557	4466
11002		M_B3Z	47276	955	3660
11003	31_102	H_Ramos	435	784	18790
11004	31_102	M_B3Z	55707	1165	3823
11005	30_102	H_Ramos	383	853	22063
11006		Undetermined	302	678	3363
11007	30_103	H_Ramos	351	869	13904
11008	31_103	M_B3Z	28376	959	3657
11009		M_B3Z	5335	996	3525
11010	30_104	M_B3Z	65432	1059	2900
11011	31_104	M_B3Z	24610	994	2822
11014	30_105	M_B3Z	40585	962	2819
11015		Undetermined	390	1113	6943
11016		M_B3Z	35924	980	2739
11017		H_Ramos	396	632	14446
11018	30_106	M_B3Z	64530	1075	2557
11019	30_106	M_B3Z	17353	1029	2529
11020	30_106	M_B3Z	38569	940	2507
11021		H_Ramos	361	611	11791
11022		M_B3Z	16605	912	2132
11028		Undetermined	246	689	2037
11029	30_107	H_Ramos	383	762	11734
11030	31_107	H_Ramos	420	633	25547
11031	31_107	M_B3Z	50940	920	2395
11032		Undetermined	272	820	2109
11033	31_108	M_B3Z	10859	1321	2800
11034	30_109	H_Ramos	347	777	11888
11035		H_Ramos	322	565	12484
11037	31_109	M_B3Z	17992	671	2137
11042	31_110	H_Ramos	410	876	21801
11043	31_110	M_B3Z	65431	1361	2701
11044		Undetermined	649	1731	3479
11045		H_Ramos	528	1083	20557
11046		Undetermined	29301	1525	3077
11047	31_111	Undetermined	46946	2827	4544
11049		Undetermined	59585	65438	65438
11050		Undetermined	65435	65438	65438
11051		Undetermined	65435	65438	65438
11052		Undetermined	65435	65438	65438
11053		Undetermined	64602	65438	65438
11054		Undetermined	55322	65438	65438
11055		Undetermined	63330	65438	65438
11056		Undetermined	65435	65438	65438
11057		Undetermined	42055	65438	65438
11059		H_Ramos	448	1171	6939
11060	33_1	H_Ramos	432	1254	7937
11062	34_1	M_B3Z	52619	1038	3246
11063	34_1	M_B3Z	44436	1018	3151
11064	33_1	H_Ramos	415	1067	25501
11067	33_2	Undetermined	11313	1345	11383
11068	34_2	M_B3Z	52774	977	3095
11069	34_2	Undetermined	42351	5480	4172
11070	33_2	H_Ramos	391	1230	9277
11071	34_2	M_B3Z	65433	1119	3435
11072	34_3	M_B3Z	62943	982	2956
11073	34_3	M_B3Z	48359	985	2943
11079	33_4	M_B3Z	49549	1133	3307
11080	33_4	H_Ramos	413	946	16929
11081	34_4	Undetermined	307	753	3101
11083	34_4	H_Ramos	468	844	23299
11084	34_4	M_B3Z	57677	974	3182
11085		Undetermined	371	886	3601
11086		H_Ramos	347	762	17133
11087	33_5	M_B3Z	48167	981	3342
11088	33_5	M_B3Z	8275	990	3327
11090		M_B3Z	65432	1011	3389
11091	34_5	H_Ramos	318	750	12145
11092		Undetermined	329	697	8629
11093		M_B3Z	31411	1093	3005
11095	34_6	M_B3Z	27755	607	1833
11097	34_6	M_B3Z	20311	521	1482
11099	33_6	M_B3Z	29495	926	2569
11106		H_Ramos	511	1136	10029
11108	33_7	H_Ramos	381	993	12976
11110	33_7	M_B3Z	42808	1257	3345
11112	33_8	M_B3Z	48120	1282	3396
11118	34_9	M_B3Z	35956	851	3138
11119		M_B3Z	60286	1072	30602
11121	32_9	H_Ramos	278	1092	15592
11122		H_Ramos	407	909	50971
11123	33_9	H_Ramos	394	996	14496
11124	33_9	M_B3Z	30734	1242	3918
11126	33_9	M_B3Z	12458	1122	4211
11127	33_10	H_Ramos	361	932	17886
11128	34_10	M_B3Z	40352	902	3685
11131		Undetermined	294	1038	3731
11134	33_12	M_B3Z	44173	1123	4083
11137	34_13	M_B3Z	62671	1011	3687
11138	33_13	M_B3Z	35556	1060	4127
11139		H_Ramos	411	879	25810
11140	33_13	M_B3Z	59802	1103	3922
11141	34_13	M_B3Z	28083	835	3443
11142		Undetermined	357	833	4174
11145	33_14	M_B3Z	59758	1108	3523
11148	33_14	H_Ramos	451	1458	9230
11155		Undetermined	384	905	3697
11156	34_15	Undetermined	322	806	6081
11157	33_15	M_B3Z	65434	1051	3913
11158	33_15	M_B3Z	64680	1041	3757
11159	33_15	H_Ramos	530	898	12729
11160	34_16	M_B3Z	59643	958	3159
11161	34_16	M_B3Z	65432	1001	3039
11162	34_16	H_Ramos	376	689	12568
11165		Undetermined	250	832	2719
11166	33_17	M_B3Z	57276	1141	2809
11169	34_17	M_B3Z	50039	770	2236
11172	33_18	M_B3Z	22177	904	3283
11174	33_18	Undetermined	395	833	8519
11177		Undetermined	342	769	3331
11178		Undetermined	422	979	5154
11179		M_B3Z	52747	1099	2937
11180	34_19	M_B3Z	56965	1010	2539
11181	33_20	M_B3Z	55560	920	2553
11183	33_20	H_Ramos	378	877	27521
11186		Undetermined	356	794	3475
11189		H_Ramos	320	718	14896
11190		H_Ramos	353	1288	6755
11192	33_21	H_Ramos	377	871	18217
11194	33_22	M_B3Z	65433	1237	3739
11195	33_22	Undetermined	4184	1223	3722
11196		M_B3Z	65433	1052	3088
11197	33_22	M_B3Z	55559	1144	3468
11198	34_22	Undetermined	220	595	8641
11208	33_23	M_B3Z	13069	1205	4534
11209		H_Ramos	479	1265	18585
11210	34_24	M_B3Z	52248	962	3800
11211	33_24	M_B3Z	53720	1167	4742
11213	32_24	M_B3Z	23625	1273	4483
11215		H_Ramos	278	726	15615
11216	33_25	H_Ramos	330	934	18187
11219	34_25	Undetermined	172	551	4712
11222	34_25	M_B3Z	21941	850	3093
11224		M_B3Z	23969	1013	5014
11225	33_26	M_B3Z	51224	1307	5245
11227	33_26	H_Ramos	423	1057	29857
11229	33_27	M_B3Z	65433	1350	5267
11230		H_Ramos	359	839	19616
11231		M_B3Z	65431	1096	4523
11233	33_28	M_B3Z	58843	1129	4127
11235	33_28	M_B3Z	62771	1072	4011
11242		H_Ramos	470	1087	17687
11243	33_29	M_B3Z	46128	1225	5017
