	UMAP1_sc	UMAP2_sc	Clusters_sc	Cell_type_img	UMAP1_CP_sc	UMAP2_CP_sc	Clusters_CP_sc	UMAP1_bimodal_sc	UMAP2_bimodal_sc	Clusters_bimodal_sc
34_20	0.68579286	1.3930966	0	Mouse	9.482391	-2.2507472	1	-0.25067854	-0.6531453	4
34_42	13.824975	8.93094	2	Undetermined_cells	15.331841	1.1946704	0	1.2487394	-3.022041	5
34_44	6.0140867	3.794155	1	Mouse	6.431475	-3.7078104	1	1.8218656	-2.2660859	4
34_50	5.006831	1.0365597	1	Mouse	8.7623415	-3.433821	1	-3.6018343	-1.2607214	1
34_56	-1.1828017	3.1119561	0	Mouse	8.398057	-4.587731	1	10.099088	1.2176235	7
34_62	11.031837	2.8810508	1	Mouse	10.267339	-4.599065	1	-1.7010394	0.9943243	4
34_70	-1.4159628	1.2955474	0	Human	9.614064	4.1524034	0	2.207476	3.825511	3
34_75	7.9077497	8.684844	2	Mouse	11.287177	3.8552895	0	0.12241582	-1.5724415	0
34_84	13.6474695	8.674064	2	Mouse	10.590744	3.6750207	0	0.13498303	0.14485587	4
34_87	12.659732	0.22636238	1	Mouse	8.744952	-1.3805014	1	-4.4429007	1.157951	0
34_89	2.8579156	1.5735782	0	Mouse	9.636726	2.0911992	0	1.1837465	-0.12027185	4
34_90	10.074024	6.226991	2	Mouse	9.812705	-0.29776827	0	-0.7275383	-0.93039536	4
34_95	-4.074351	1.9034569	0	Human	6.3380675	6.174754	2	3.6728551	3.2013178	3
34_109	5.4827256	-0.60069895	1	Mouse	4.7549477	-2.6664863	1	0.58780754	-1.3653613	0
35_2	13.542264	7.7763414	2	Mouse	8.478235	-5.8393683	1	-6.334549	-0.99992824	6
35_6	5.908113	6.653073	0	Mouse	7.316706	-1.2322309	1	-2.5580754	1.0606023	4
35_22	13.220825	1.8930448	1	Mouse	5.3679214	0.30579862	1	-3.5511057	0.042751472	6
35_25	9.311564	9.640891	2	Undetermined_cells	9.691314	5.0126014	0	-1.9046174	2.7801394	2
35_26	4.8949137	6.755088	0	Undetermined_cells	8.673177	2.9794087	0	-1.5553416	-0.9678673	0
35_29	14.388044	5.7610908	2	Mouse	15.739828	4.56964	0	1.9675913	-3.4819849	5
35_49	5.8976045	-1.6466826	1	Mouse	8.729126	0.59376335	0	-3.1457372	-1.3823261	0
35_53	11.735481	2.2850153	1	Mouse	7.261324	-3.713558	1	-0.3748937	1.8155026	2
35_58	12.825829	7.003883	2	Human	-0.6571626	7.7851233	3	-2.4291563	1.113708	4
35_62	1.2493775	3.5079272	0	Human	5.379109	9.61199	2	-2.7439234	2.457296	2
35_65	2.139317	0.3792594	0	Mouse	7.2048197	-0.5939592	0	-1.2627676	-2.2887597	1
35_67	11.037405	8.076926	2	Mouse	12.351155	0.30858225	0	-3.10106	0.4019313	0
35_71	5.859305	2.8576894	1	Mouse	7.2598953	-1.5758462	1	-0.46194494	-2.671545	1
35_81	11.766005	8.569825	2	Mouse	10.637072	-1.4586964	0	-2.4735348	-2.7183576	1
35_87	3.135185	2.1449537	0	Mouse	6.8450246	-4.1433973	1	-6.521801	-1.305425	6
35_91	13.9980755	5.347334	2	Mouse	-1.9709989	7.6681924	3	-4.98485	-2.4500496	6
35_92	3.6071675	1.568639	0	Mouse	8.486496	0.45978728	0	-5.5079904	0.027726287	6
35_94	14.746405	6.514342	2	Mouse	8.263545	5.73465	2	-1.1899359	1.8057791	2
35_99	12.025745	3.5526478	1	Mouse	3.705488	8.050788	2	-5.636396	-1.2974607	6
36_2	8.304729	8.709251	2	Mouse	11.496548	2.3777022	0	-0.3333364	1.2475408	4
36_20	-3.8192236	1.1918566	0	Human	12.598791	3.5579255	0	3.288668	2.3060195	3
36_25	2.9925766	3.8682783	0	Mouse	8.506767	-1.6763586	1	-3.5870013	-3.079341	1
36_32	5.0125165	8.009266	0	Mouse	8.044986	-0.83781934	1	2.0938783	-4.640129	5
36_65	12.818424	8.348983	2	Mouse	7.9310007	1.4928814	0	0.52928025	1.2023653	4
36_67	-1.9998449	1.5341666	0	Human	16.10024	4.5610933	0	2.9261699	3.6521606	3
36_68	12.889361	6.7833643	2	Mouse	7.674733	0.97015923	0	0.50163233	0.48147836	4
36_69	11.975211	4.6445355	1	Mouse	12.040736	0.9872419	0	-6.4680543	-0.7660375	6
36_77	12.523918	2.8117943	1	Mouse	11.802303	4.6398764	0	-1.9570503	0.120553724	4
36_78	5.7762947	6.956106	0	Mouse	6.074344	-3.470681	1	-1.5174266	0.62688434	4
36_88	-2.3458128	1.430405	0	Human	5.7433968	7.7002535	2	3.4521732	3.782818	3
36_98	10.913268	0.495898	1	Mouse	6.790771	-2.6431265	1	1.5312781	-1.578698	4
36_101	7.799577	5.686403	1	Mouse	7.527356	-2.8097956	1	1.4331155	-2.3082216	1
36_107	12.419141	9.490588	2	Mouse	10.563646	1.4729176	0	-1.743415	-3.3060439	1
36_109	7.5574226	9.0064125	2	Mouse	5.3302894	-5.1590905	1	-0.3731598	0.6900515	6
37_2	6.0280194	5.6454115	1	Mouse	13.706355	-0.77524036	0	-3.4166293	-3.6020262	1
37_6	3.3834617	-0.20461054	0	Mouse	8.696244	0.6525705	0	-2.41673	-1.8564119	1
37_8	10.402263	1.9967784	1	Mouse	10.857043	6.4971433	0	-1.8803596	0.77354604	0
37_11	10.295192	9.7772455	2	Mouse	5.315343	-5.257785	1	-2.4508626	-4.1052327	1
37_13	3.6778677	0.32957095	1	Mouse	11.388485	-0.36697543	0	1.570587	-2.1557593	1
37_16	2.9079788	4.7708955	0	Mouse	7.5771127	2.6202483	0	-0.28097343	0.9081164	4
37_17	-4.19992	1.1777115	0	Human	10.201526	3.796466	0	1.8285967	3.4246705	3
37_25	8.316738	8.487115	2	Human	-1.8550874	7.8020453	3	0.9129806	-3.106919	1
37_29	-3.362133	3.3600602	0	Human	14.611242	-1.5030344	0	3.3760269	1.2577578	3
37_36	5.25258	6.81368	0	Mouse	6.518572	-1.684353	1	-0.6574197	-1.59704	0
37_39	13.358656	9.239715	2	Mouse	9.992393	1.2284123	0	-2.824001	-2.0748308	4
37_42	-1.9938623	3.840968	0	Human	5.717545	7.685227	2	10.350004	1.7814825	7
37_48	9.014603	5.2170243	1	Mouse	13.179705	0.9890068	0	-4.276267	-2.5937655	6
37_49	3.9341848	6.288539	0	Mouse	5.941027	-4.6467237	1	-1.6682591	-1.6365821	1
37_55	4.5297184	6.418061	0	Mouse	12.08989	-1.7427874	0	3.0754719	-3.8507066	5
37_59	7.029364	3.7632093	1	Mouse	7.875292	-0.7642756	1	2.6026015	-0.94434077	4
37_64	13.27873	4.272257	1	Mouse	10.25317	-1.2204388	0	-0.9526047	3.025181	2
37_66	11.602514	4.3702216	1	Mouse	6.9150867	1.9259282	1	-5.9040465	-1.3386723	6
37_67	8.603156	-1.194406	1	Mouse	11.7988205	0.10037972	0	-3.0735154	1.1788509	0
37_79	10.9908	2.37164	1	Mouse	9.472155	-0.066826515	0	-2.1771796	-2.0807655	1
37_109	8.074641	8.767082	2	Mouse	7.8696995	-3.0767474	1	-3.1648266	0.090231106	0
37_111	3.1834288	5.0330734	0	Undetermined_cells	15.984695	1.3927807	0	1.4307917	-0.06545434	4
38_2	7.212905	9.126035	2	Mouse	11.134746	-0.78483874	0	-2.8581429	1.9178615	2
38_8	9.641014	-0.40147302	1	Mouse	12.319578	-2.0417316	0	-3.7019787	-2.5554676	6
38_23	2.077065	2.4021838	0	Mouse	13.499686	0.45855343	0	9.912058	1.1958419	7
38_26	7.0785017	4.749486	1	Mouse	10.71651	-1.2197458	0	-3.435356	-1.0799255	0
38_29	15.077439	5.2798796	2	Mouse	15.080363	3.3845327	0	1.5906291	-2.1819692	1
38_31	5.648411	5.2268486	1	Mouse	12.199565	1.8180674	0	-2.5255675	1.1154574	4
38_34	7.6573286	-0.6247001	1	Mouse	4.8824844	-2.9969246	1	0.34442833	-0.017144946	4
38_47	-4.458989	2.8973927	0	Human	5.9263988	4.4892755	2	2.2512834	2.9380705	3
38_50	6.4391556	0.86686033	1	Mouse	7.9709272	-5.111991	1	-2.562889	-1.6378052	1
38_56	4.0736227	-1.0179621	1	Human	7.108059	6.5165434	2	2.4767754	2.1464872	3
38_57	6.5935836	4.460618	1	Mouse	11.195213	4.43326	0	-5.036724	1.7149581	2
38_59	3.0878706	2.6546252	0	Mouse	9.032539	1.7690578	0	-1.8323926	1.5660176	2
38_61	2.3476	0.69292223	0	Mouse	10.378611	2.9934852	0	2.155986	-2.3245578	4
38_64	11.056048	7.318208	2	Mouse	11.700664	0.31525803	0	0.5505005	0.45968133	4
38_74	2.8073537	4.549476	0	Mouse	16.988354	4.1493607	0	2.2394025	-1.7898202	4
38_86	6.7025895	-1.5017269	1	Human	12.366318	6.577525	0	1.407329	2.0840557	0
38_90	15.51482	4.204757	2	Undetermined_cells						
38_93	13.545429	4.5857596	1	Mouse	7.350415	1.9283601	1	0.54355097	-0.40226975	4
38_106	13.639057	6.272136	2	Undetermined_cells	12.538185	1.357867	0	-1.0763583	1.6447532	4
38_112	-0.23027642	1.5057416	0	Human	15.689131	1.681098	0	1.4220865	3.5303872	3
39_3	11.259428	7.4204197	2	Mouse	11.822024	5.875127	0	-4.466633	-2.2312346	6
39_6	0.5872229	1.3423332	0	Mouse	5.8870115	0.43957478	1	-2.8388276	0.12687382	0
39_21	4.338436	4.016566	1	Mouse	13.627041	5.2209325	0	3.5557153	-3.9157262	5
39_25	3.7271934	4.1120524	1	Mouse						
39_26	7.691625	1.6206427	1	Mouse	14.907604	5.7277026	0	-5.200784	-1.9625524	6
39_35	0.74799556	2.2921412	0	Mouse	10.657375	-3.6668065	1	-4.3422766	1.0785648	0
39_37	8.246828	7.5486	2	Mouse	10.845574	5.0678444	0	0.14361063	-1.590519	0
39_39	4.3813176	2.9928956	1	Mouse	13.622719	1.305276	0	3.2826145	-2.8393176	5
39_43	12.15337	7.1050797	2	Mouse	6.187346	0.7139263	1	-1.5853008	-2.6486294	1
39_44	11.554638	9.643426	2	Mouse	7.7400117	2.5240834	2	1.3559455	-2.6068962	1
39_47	-2.8950992	2.900697	0	Human	4.4568586	6.267176	2	2.3858414	2.67573	3
39_63	14.8493395	7.9408503	2	Mouse	8.64066	0.087127745	0	-5.3772373	-2.3388593	6
39_64	14.636967	8.446415	2	Mouse	7.429875	5.718417	2	-2.6472893	-2.646522	1
39_68	14.724548	8.288177	2	Mouse	14.02744	4.80235	0	-0.41266575	-2.2052958	1
39_75	-2.2393217	2.7381775	0	Human	12.764427	2.5174518	0	2.9487193	2.996675	3
39_86	11.259266	3.9147406	1	Mouse	8.0334215	-2.9357045	1	-4.4555173	-0.06904601	6
39_89	9.486659	6.3756742	2	Mouse	7.213668	-0.3659539	0	-0.028441202	-0.5749015	0
39_93	4.091043	-0.8951576	1	Human	9.32062	4.358483	0	2.514594	3.540764	3
39_94	-1.1599598	3.3593116	0	Human	6.8389726	5.697744	2	3.7606936	3.8719652	3
39_100	5.9695787	5.7409925	1	Mouse	7.6648846	-3.7509434	1	-2.5130713	-3.085006	1
39_111	13.330672	3.7596722	1	Undetermined_cells	16.199646	1.2984363	0	-2.0618715	-2.805921	4
40_6	3.2839715	3.9900448	0	Mouse	11.09451	1.3273178	0	3.3878999	-3.512886	5
40_12	3.0658007	1.6166401	0	Mouse	-1.9156425	7.678481	3	-2.0079236	-3.4906063	1
40_13	5.5741014	4.9642067	1	Mouse	7.915143	-5.7145104	1	1.1615835	-3.0200436	1
40_17	7.4930964	6.429155	1	Mouse	10.954301	0.049564246	0	1.0311952	-2.8882575	1
40_24	-4.5547996	1.692162	0	Human	9.80765	5.5098944	0	3.3705654	3.027726	3
40_35	7.432479	0.88401264	1	Mouse	14.640228	-0.27045313	0	-0.29846248	-2.1900084	0
40_40	5.093874	5.07773	1	Mouse	7.4903636	-0.18717138	0	-4.3225765	-2.7186434	6
40_46	1.9482143	4.2553964	0	Mouse	9.243244	-0.664743	0	1.4930513	0.12980467	4
40_53	9.477893	8.9222765	2	Mouse	4.545508	-3.3227065	1	-5.2786384	-1.0830154	6
40_55	7.9071116	4.8546853	1	Mouse	12.937858	-1.7257572	0	-4.2347836	-0.24720405	6
40_58	6.779629	2.3494346	1	Mouse	9.15225	2.5860915	0	-4.4472756	1.8395847	0
40_60	9.429745	5.2762804	1	Mouse	5.1139812	-4.9913287	1	-0.030349579	-0.53585917	4
40_63	4.9673395	1.1667907	1	Mouse	7.8757358	0.24606876	0	-3.6953177	-2.3418448	1
40_73	10.934577	3.574016	1	Mouse	11.795859	-0.15663838	0	9.83878	2.1846118	7
40_75	11.889985	-0.048508227	1	Mouse	5.8896227	-3.1858299	1	-0.27517584	-1.2124324	0
40_77	13.119369	0.6360704	1	Mouse	5.9888744	7.4008956	2	1.7730755	-2.6312778	5
40_80	7.066897	5.0192523	1	Mouse	-0.8610703	7.5830593	3	-1.4514223	2.0041685	2
40_81	13.036795	2.5323513	1	Undetermined_cells	9.251426	-5.2083554	1	0.5592436	1.1280522	4
40_86	-0.14738071	1.818054	0	Human	10.172612	6.1740527	0	0.8102105	3.161648	6
40_87	14.982443	2.6656508	2	Mouse	9.621834	0.84278315	0	-4.7346277	-2.3933628	6
40_88	2.002531	2.1346345	0	Mouse	13.757902	-0.79312336	0	-5.2281175	-0.08585117	6
40_98	11.325529	1.4160653	1	Mouse	7.629889	-4.953338	1	-4.211179	0.6263092	0
40_103	-0.16211478	2.410595	0	Human	5.831656	6.011384	2	0.9634917	3.303149	3
40_108	1.7446232	0.173422	0	Human	9.379827	4.535453	0	-5.6844544	-0.63881916	6
40_110	-0.8926103	3.2516055	0	Human	13.184517	3.3113737	0	3.4369974	3.2045376	3
41_2	0.9655582	1.2815912	0	Undetermined_cells	11.075507	-0.8564426	0	1.5694664	0.19655298	4
41_24	4.6602793	4.6626177	1	Mouse	14.2038765	-2.0967834	0	-0.72404426	-1.8579718	0
41_32	10.676005	0.8246616	1	Mouse	12.464291	-0.048673615	0	2.6634088	-3.081058	5
41_36	5.7548084	8.344925	2	Mouse	4.636075	8.559241	2	-2.5201316	0.8263075	2
41_42	10.045528	5.8759656	2	Mouse	10.323205	-0.671801	0	0.04405077	0.7541643	4
41_47	-4.436837	2.6214273	0	Human	9.974825	4.5790668	0	3.158869	0.76171273	3
41_59	10.928079	9.082568	2	Mouse	13.868623	0.37060714	0	-3.9515402	2.1167352	0
41_66	12.142609	3.0317702	1	Mouse	6.330915	-6.24003	1	10.009608	2.5069752	7
41_77	13.066703	5.565044	2	Mouse	7.8307033	0.6030065	0	-2.8534622	-0.8687242	0
41_83	13.05204	7.1370234	2	Mouse	11.443931	6.7415414	0	1.6870152	-4.1505065	5
41_85	2.0855742	3.2948115	0	Mouse	12.768278	-0.9289089	0	2.4382577	-0.07405371	4
41_87	7.199861	6.4464073	1	Mouse	13.505032	2.8262582	0	-0.576958	2.2682343	2
41_94	10.916691	7.6036325	2	Mouse	6.8757253	-2.0871575	1	-2.1628973	-3.8718147	1
42_2	5.308564	-1.1878432	1	Mouse	14.516664	-0.0017632149	0	-2.2120597	1.1145579	4
42_4	6.704697	-0.74579465	1	Mouse	12.522554	4.7333584	0	-0.71474093	2.7771213	2
42_5	4.759462	7.783543	0	Mouse	11.017804	3.6691463	0	-2.935119	3.195498	2
42_6	7.7688413	-1.5301157	1	Mouse	8.874895	-4.788008	1	0.40490746	-1.8755819	0
42_13	7.7199326	7.5902977	2	Mouse	12.682988	-1.2573488	0	-3.2000139	-2.5108485	1
42_17	4.336104	2.708429	1	Mouse	13.442184	-1.9527942	0	1.0194942	-1.1662083	4
42_26	5.460291	-0.30148876	1	Mouse	7.849128	2.7636786	0	-0.36157498	-0.8415993	4
42_31	3.3701167	6.537728	0	Mouse	7.9731665	0.42410624	0	3.4387734	-3.364015	5
42_41	6.6899405	1.0353283	1	Mouse	12.74602	-1.4696809	0	1.0002229	-3.3793883	1
42_55	10.663488	9.10636	2	Mouse	7.487243	-4.7928224	1	-1.1474019	0.39056528	4
42_60	-4.373027	3.1376925	0	Human	5.5298724	-1.0280824	1	2.943164	2.0592847	3
42_65	-1.3924258	1.7526025	0	Human	11.813768	5.2277083	0	3.1153686	3.8799484	3
42_67	4.2446423	2.4296186	1	Mouse	11.737179	2.0022173	0	-6.4712505	0.25542423	6
42_72	3.7201993	5.6443186	0	Mouse	9.120975	-2.0732515	1	-4.264394	1.8570944	0
42_79	13.747529	7.531747	2	Mouse	5.2429857	-0.03044	1	-5.151931	-1.6047294	6
42_84	10.668691	7.685939	2	Mouse	12.894743	-1.5368465	0	2.5715544	-3.5525668	5
42_87	7.880028	6.099591	1	Mouse	7.194215	-5.136339	1	2.4487004	-2.8752778	5
42_88	12.998877	8.827548	2	Mouse	7.894485	-0.040656526	0	-0.80212736	-3.8059244	1
42_94	9.91431	2.2317815	1	Mouse	11.445676	1.2601587	0	-0.25725183	1.8084999	2
42_102	14.074882	7.9087925	2	Mouse	-1.4010001	7.3945036	3	1.9068087	-3.961969	0
42_103	9.166861	4.0739946	1	Mouse	10.059058	-0.4012123	0	-0.68801963	-3.7410958	1
42_108	12.317598	6.4144745	2	Mouse	12.323726	2.1373656	0	1.3421706	-1.8022175	4
43_9	10.715502	0.9565656	1	Mouse	4.986033	9.484951	2	0.8244907	0.2691488	4
43_12	5.3460665	1.0945029	1	Mouse	-1.2578292	6.5794578	3	3.649612	-3.253542	5
43_21	9.314853	8.054605	2	Mouse	13.816616	3.3907187	0	-4.7267194	-2.592618	6
43_34	2.5815227	4.649154	0	Mouse	13.375451	3.3276484	0	0.048251383	-2.6104026	1
43_44	-1.9106808	0.7371526	0	Human	12.348361	3.0673246	0	-2.648737	3.1635425	2
43_45	13.617542	1.0328214	1	Undetermined_cells						
43_46	10.553141	9.16112	2	Mouse	12.743226	0.13478036	0	-0.7091784	-3.2239456	1
43_61	5.1753273	-0.36345953	1	Mouse	12.733557	-1.5712755	0	-0.7127173	1.2985412	4
43_64	12.996555	0.43351287	1	Mouse	7.2657723	3.1596656	0	2.2250056	-3.5768147	5
43_80	8.798026	8.264128	2	Mouse	7.734515	4.2071967	2	3.2937813	-3.5889628	5
43_81	12.306542	6.7822413	2	Mouse	12.636421	5.246354	0	-2.6813393	-1.5892081	0
43_84	11.186062	9.733314	2	Mouse	5.8108306	1.5183848	2	-1.432388	3.3180609	2
43_89	13.718325	1.0895083	1	Mouse	14.146634	-1.8405483	0	-0.45999894	-1.9818175	0
43_94	6.6303835	5.244677	1	Mouse	10.376636	-2.8197477	0	0.24004161	-2.3409593	0
43_100	7.0283074	3.7021863	1	Mouse	14.135341	-1.5099645	0	2.4530392	-1.1481428	4
43_105	10.568774	4.1945877	1	Mouse	9.399161	1.0070647	0	1.2808981	-2.3092768	1
43_109	7.4142485	-0.32360044	1	Mouse	9.398054	-2.8080566	1	0.45104128	-2.6224036	1
43_110	8.371339	1.4615635	1	Mouse	12.844481	-0.93898267	0	0.21948023	1.3182988	4
44_7	5.8717275	4.838764	1	Mouse	12.222317	0.084016964	0	-2.7062976	-2.9003358	1
44_9	8.959876	-0.76164937	1	Mouse	4.8930097	9.556948	2	-2.4552944	0.22663324	0
44_26	1.5030179	3.3676884	0	Undetermined_cells	9.264772	4.668078	0	1.715459	2.486362	3
44_28	7.5349827	-0.76503855	1	Mouse	2.75159	9.510955	2	1.6542484	-0.90759474	4
44_37	5.7410774	4.645291	1	Mouse	5.8405433	-4.060397	1	-1.0580652	1.835871	2
44_38	12.304264	2.2822535	1	Mouse	11.640316	5.3326077	0	-0.79779595	-2.7007947	1
44_46	6.0267205	-1.0502841	1	Mouse	9.998229	2.4566252	0	1.0646559	-2.076685	1
44_57	4.874345	3.1620169	1	Mouse	6.3660216	-4.002976	1	9.913996	1.5609753	7
44_61	-3.924329	3.887021	0	Human	10.70273	6.3041654	0	1.0785601	3.1188293	3
44_69	5.6727657	4.121876	1	Mouse	5.87066	-4.014803	1	-1.171877	1.1461954	4
44_71	11.495546	4.266174	1	Mouse	7.457734	2.108402	2	1.0572846	-1.7587484	4
44_73	6.760885	-1.6486589	1	Mouse	14.116252	-0.104191616	0	3.1594186	-2.9698603	5
44_80	12.156281	0.28232354	1	Mouse	10.861274	-2.0543456	0	-3.8776908	2.1242027	0
44_90	-2.826426	0.65008795	0	Human	7.3167257	4.8280306	2	3.8229303	-2.3054729	5
44_93	13.105818	3.316223	1	Mouse	5.561682	-2.7911108	1	2.8953025	-3.2513793	5
45_15	5.097393	1.6617024	1	Mouse	11.538322	-1.4998229	0	-5.2206407	-1.5836788	6
45_18	6.080945	1.3619683	1	Mouse	7.526075	2.86789	0	-4.6480694	-0.9852726	6
45_27	2.983184	6.466258	0	Mouse	16.101233	4.0019784	0	-2.2672577	-0.49141175	4
45_30	6.2327843	-1.1723377	1	Mouse	6.7965693	-5.1574817	1	-1.7010767	-0.012684424	0
45_37	9.241219	3.5575066	1	Human	7.620314	4.722107	2	-5.6694636	-1.2970338	6
45_43	8.148257	3.2229483	1	Mouse	12.960802	-0.1252559	0	-3.6433709	0.3997903	0
45_48	-3.4710495	3.5321553	0	Human	13.253374	2.3913171	0	-1.4533818	3.627653	2
45_55	11.4791155	1.0171285	1	Mouse	13.98035	1.1638317	0	-3.349063	2.0078788	2
45_59	8.135201	2.9991436	1	Mouse	9.513803	1.1195267	0	0.0058396463	-3.9752545	1
45_68	11.964399	9.279228	2	Mouse	9.48817	1.7931758	0	-0.993916	0.121024065	4
45_80	3.4122267	3.587975	0	Mouse	11.461163	4.0824823	0	-0.655699	-1.0254934	4
45_87	8.656013	0.64208025	1	Mouse	13.190879	1.7174404	0	-2.3368564	0.9926575	0
45_99	7.5877004	0.16008887	1	Mouse	9.845607	3.6869433	0	-1.5944997	-3.3229666	1
45_101	11.187322	0.75071156	1	Mouse	13.110125	3.4288363	0	-4.5154915	-0.7924584	6
45_106	-1.3507799	3.2930915	0	Human	9.03773	5.118454	2	3.8179216	-1.740873	5
45_109	6.715415	-1.5794036	1	Mouse	9.828126	-2.8426118	1	0.9580942	-2.9454541	1
45_111	13.094552	2.7353437	1	Undetermined_cells	16.108627	1.5676975	0	-0.36830825	-2.3255007	1
46_5	4.3941026	0.1714661	1	Mouse	8.540103	-0.42510206	1	-1.9247279	-4.1920085	1
46_9	7.568904	-0.19279483	1	Mouse	5.2257013	9.792125	2	0.15741846	1.3505672	4
46_12	-3.3629737	2.8969543	0	Human	5.0768056	9.029601	2	3.1167634	4.2814107	3
46_15	8.953768	4.1894193	1	Mouse	14.285145	3.466146	0	-2.7557995	1.1924075	4
46_21	8.162634	1.3309221	1	Mouse	9.355429	-2.117726	0	-1.301604	-1.352845	2
46_25	5.063043	0.06242039	1	Mouse	4.9214687	-4.6702256	1	-6.0154104	-1.8784735	6
46_41	-1.6733683	1.6027095	0	Undetermined_cells	6.729131	-7.2524996	1	3.4699502	-2.1794095	5
46_43	-3.9171312	1.3394945	0	Human	9.210259	1.2883152	0	3.6549785	3.4840276	3
46_59	5.5087004	4.058729	1	Mouse	8.027109	0.76027215	0	-3.2260952	-1.2822695	0
46_65	-2.5607293	4.035636	0	Human	9.322831	4.260662	0	3.857304	2.0976613	3
46_69	7.369354	-0.3776858	1	Mouse	5.656428	-4.710892	1	-1.9163915	-1.4415969	4
46_74	12.069965	8.320877	2	Undetermined_cells	11.985835	5.789815	0	-2.6063921	0.61647767	4
46_95	-2.5213497	1.0443119	0	Human	7.9376626	4.178949	2	3.1506832	1.9514767	3
46_102	9.869629	-0.2673725	1	Mouse	13.952766	3.0292053	0	1.1033759	-3.8404288	5
47_4	4.0816894	0.300333	1	Mouse	17.382292	4.1841884	0	0.21860963	1.0271499	4
47_8	-2.7484996	3.4987192	0	Human	4.1797137	8.473863	2	3.9402175	2.9782994	3
47_27	7.6742496	0.047300152	1	Mouse	12.196368	4.0245924	0	-3.8627036	1.4479395	4
47_31	14.1021185	4.468319	2	Mouse	9.466522	1.515556	0	0.30540085	0.25344887	4
47_33	1.9326512	3.9087708	0	Mouse	11.301218	-0.26151338	0	0.14039981	-0.12990603	4
47_45	8.744047	7.403281	2	Mouse	-1.3269911	6.28482	3	-6.5339518	-0.4531569	6
47_49	5.2786655	-1.1035384	1	Mouse	8.280661	-3.4942546	1	-1.2669483	-0.33612072	4
47_51	7.6242585	8.146074	2	Mouse	14.313154	0.045969095	0	10.380947	1.6498659	7
47_55	13.996887	4.9678845	2	Mouse	6.680377	-7.3584833	1	2.2808814	-1.565697	4
47_65	14.30309	4.6861663	2	Mouse	11.581823	4.221849	0	2.027343	-1.6672753	4
47_66	5.5210347	4.4882827	1	Mouse	13.276034	-1.1045417	0	-1.033245	-1.6833441	0
47_74	3.2120426	6.6847434	0	Mouse	4.6946735	-3.6927855	1	-1.8798249	-2.9644382	1
47_77	12.324499	4.799638	1	Mouse	13.130143	-0.5073123	0	-3.9059184	3.1593714	2
47_80	7.496667	2.8239396	1	Mouse	2.0959084	9.724142	2	-1.2584143	0.4296066	4
47_82	13.061092	7.192817	2	Mouse	11.565552	3.6605992	0	-4.6541796	1.4776419	0
47_87	11.682662	1.3135104	1	Mouse						
47_101	2.4783514	4.187523	0	Mouse	11.950003	1.3242881	0	0.937872	-0.7637814	4
47_105	8.114491	1.1295502	1	Mouse	13.878953	0.032150388	0	-1.5269022	1.0037448	0
47_109	-1.8019449	2.1185782	0	Human	5.363505	5.8081036	2	-1.9882314	3.7727559	2
47_110	15.197663	3.530211	2	Undetermined_cells	2.40402	9.156769	2	-4.7172885	-1.4832335	6
48_12	6.6573033	0.864227	1	Mouse	7.124831	-3.359932	1	-4.201386	-1.1122384	6
48_30	8.428126	-1.2582257	1	Mouse	8.705431	0.1969604	0	-1.5163485	-0.17701119	0
48_31	9.21243	3.3160002	1	Mouse	5.370997	0.15822984	1	-1.2729812	-0.97208494	4
48_36	11.806522	2.6673386	1	Mouse	13.475794	0.72774184	0	0.032764256	-1.7084944	0
48_39	-2.4408271	1.576222	0	Human	8.076097	4.305077	2	2.590647	2.478063	3
48_60	3.9453192	7.553709	0	Mouse	12.462677	2.1665773	0	1.4480091	-4.006465	5
48_61	-1.6504741	1.7618213	0	Human	4.026499	6.15605	2	2.5106547	4.0840807	3
48_63	8.121329	5.903341	1	Mouse	8.520912	2.0064087	0	-2.529216	3.5038502	2
48_65	6.6325793	4.9221797	1	Mouse	8.008633	-6.031431	1	10.061374	2.2282758	7
48_74	5.3906503	7.3197513	0	Mouse	10.782049	7.426199	0	2.1798751	-1.2550138	4
48_80	-1.8017787	3.329728	0	Human	4.892745	8.644696	2	2.3853793	2.2417645	3
48_85	9.258099	-0.879813	1	Mouse	3.5406032	6.4284973	2	-0.510385	-1.1857271	0
48_91	7.00761	6.614868	1	Mouse	16.700298	4.811893	0	0.020168392	-2.3343723	0
48_93	2.1050246	1.0056179	0	Undetermined_cells	6.9168844	-7.103934	1	0.4758267	-2.8382778	1
48_94	13.168001	6.6210384	2	Mouse	9.146253	6.139161	2	-3.7354383	1.8291719	2
48_97	5.754194	5.245009	1	Mouse	9.596183	2.186153	0	-3.748612	-3.0599444	1
48_109	14.890406	5.1899786	2	Mouse	11.633436	0.199901	0	3.855579	-3.2385159	5
48_110	8.264066	7.893062	2	Mouse	16.969625	5.0050445	0	-2.67336	-1.4648553	0
49_40	8.524217	8.508763	2	Mouse	13.871401	4.1313596	0	-3.9019518	-1.705297	6
49_54	10.635683	9.842391	2	Mouse	14.242506	4.1141973	0	-0.638781	-0.39096868	4
49_81	12.895411	5.9939036	2	Mouse	14.329795	5.2161117	0	-2.4508207	0.6215007	4
49_88	6.338072	5.4514546	1	Mouse	14.0373535	-2.213116	0	-0.17100808	-0.5501561	4
49_90	10.854345	7.092385	2	Mouse	4.971198	-4.5967216	1	-6.0610385	-1.659691	4
