	UMAP1_sc	UMAP2_sc	Clusters_sc	Cell_type_img	UMAP1_CP_sc	UMAP2_CP_sc	Clusters_CP_sc	UMAP1_bimodal_sc	UMAP2_bimodal_sc	Clusters_bimodal_sc
27_82	8.006382	4.3824296	2	Mouse	11.844028	3.5439239	0	0.463929	7.23573	1
27_88	-1.0811943	6.9743905	1	Human	10.087931	8.090731	0	6.0584826	2.4577217	6
27_90	-2.1231267	6.18701	1	Human	9.910035	9.0754385	0	1.3498492	-1.7219242	2
27_91	1.0942992	9.171547	1	Mouse	10.997442	3.8014083	0	-1.510583	1.7330054	4
27_97	2.8743012	6.9685774	1	Human	9.616691	3.4551172	0	4.4926133	0.19010775	0
27_99	2.1575787	8.686603	1	Human	6.5649214	10.354286	0	2.4725678	0.05987887	5
27_106	0.005304805	4.813024	1	Human	8.664345	5.2727103	0	4.9590926	3.0956833	6
27_112	7.850082	0.85301435	2	Mouse	10.234574	2.8791268	0	0.11354014	6.54017	1
28_4	-0.5190852	2.8254473	1	Undetermined_cells	12.224197	9.478096	0	4.158807	2.3149552	6
28_7	6.7343855	6.134094	1	Undetermined_cells	2.0816927	3.7846622	3	3.3803637	6.664229	7
28_15	8.648119	2.1747048	2	Undetermined_cells	3.4058025	7.237391	1	0.28325424	5.246288	1
28_16	11.39333	6.352587	2	Mouse	10.359538	10.264521	0	21.249584	-1.0125381	8
28_27	-2.4747553	4.803458	1	Human	10.829967	5.7696023	0	1.9126227	-1.1602827	2
28_40	8.589044	7.210139	2	Mouse	8.680552	7.5960174	0	-0.35628486	6.328432	1
28_62	1.8975819	10.07051	1	Human	13.569935	4.8077893	0	2.697123	-3.5283003	2
28_84	8.674986	2.6162994	2	Mouse	10.586867	12.548726	0	2.3868213	6.7838707	7
28_92	6.954203	4.457883	2	Mouse	7.602912	5.361108	0	1.1485839	4.235208	2
28_106	-1.9013072	8.369131	1	Human	11.733322	4.158773	0	4.643179	-0.8909877	0
28_107	2.492975	3.1820054	0	Human	12.65299	7.0812364	0	4.107686	-1.3847073	0
28_112	2.1445029	2.980716	0	Human	11.868504	6.47591	0	5.6588173	1.9075696	6
29_3	-1.6183301	8.75964	1	Human	10.910057	5.438652	0	1.9709355	2.5839577	5
29_4	0.831182	2.3302615	1	Human	7.9996004	10.03693	0	6.4343843	0.07398259	0
29_7	0.29711977	4.0247445	1	Human	9.9012985	8.886971	0	1.1918104	0.6185243	5
29_8	0.28212133	1.8752817	1	Human	13.291173	13.1383	2	4.2278876	3.429973	6
29_10	8.054764	1.6780051	2	Mouse	10.023322	7.731041	0	-0.2549439	7.0834374	1
29_12	13.023459	3.5142088	2	Mouse	8.714211	8.941288	0	-2.6833062	4.087671	1
29_13	7.462636	1.4909636	2	Mouse	8.853554	3.87249	0	-2.1703227	5.321777	1
29_16	13.36525	6.359063	2	Mouse	11.106678	8.108784	0	-1.2417983	1.4721278	4
29_19	-1.8003569	2.9046173	1	Human	8.96316	9.528252	0	-0.6793309	0.9905266	4
29_23	2.3759437	3.0447338	0	Human	10.926196	6.9719825	0	-0.7044153	1.9387269	4
29_27	3.3587384	3.5153735	0	Human	10.119436	6.1768675	0	4.107001	3.894158	6
29_33	0.36522418	3.7540114	1	Human	7.463793	5.1199846	0	5.5358167	0.3290409	0
29_48	6.654115	7.241198	1	Human	7.973438	9.878672	0	1.5972917	4.346284	1
29_49	7.172009	0.51323235	2	Human	9.425828	5.5525904	0	21.468782	-0.47612837	8
29_62	-1.1963474	3.0045075	1	Undetermined_cells	8.173387	-0.9679771	3	5.6897445	-0.9045325	0
29_91	7.8575425	3.4295342	2	Mouse	9.484312	5.0627966	0	-3.203708	5.822702	1
30_4	-0.71152854	6.2208242	1	Human	11.394186	5.816697	0	1.5955101	0.8334367	5
30_5	11.557427	6.9118643	2	Mouse	7.121567	6.4563913	0	2.5947127	7.329277	7
30_6	11.3491335	5.584911	2	Mouse	8.534057	4.1428933	0	-2.004066	6.703172	1
30_20	-0.06833059	3.5310984	1	Human	12.602724	7.365819	0	2.6224985	5.124136	7
30_29	9.327654	4.0940967	2	Mouse	11.584229	2.7206295	0	-1.534988	6.0083003	1
30_39	12.718923	7.744971	2	Mouse						
30_49	7.417513	5.2851086	2	Mouse	9.723448	8.20751	0	0.3187933	-0.67756027	2
30_59	0.9828514	1.229299	0	Mouse	11.8915205	4.1615534	0	-2.0620074	-0.124412544	4
30_61	7.245713	2.0544827	2	Undetermined_cells	5.7543435	11.06478	0	-0.9405795	0.9454819	4
30_66	3.9781964	0.25731242	0	Mouse	9.798399	5.6378574	0	5.3294067	1.5499189	0
30_71	3.4326122	2.040809	0	Human	10.6028185	6.222971	0	4.343261	0.48723495	0
30_75	2.8614938	6.9786105	1	Human	8.090413	0.19028346	3	4.9612904	8.103725	3
30_80	-0.42070222	5.0983176	1	Human	7.307103	6.8000026	0	5.649393	-1.6010954	0
30_83	5.902391	2.6962464	0	Human	12.397237	8.50114	0	4.597244	7.969705	3
30_85	-1.6185843	9.180525	1	Human						
30_86	6.757883	2.5259984	2	Human	7.8037477	3.3013804	0	1.4212139	1.1557624	5
30_87	3.9313684	3.7356918	0	Human	7.5579934	3.5761087	0	1.7979257	1.1845182	5
30_92	6.484102	2.4446263	2	Human	9.287323	3.332842	0	1.6639335	2.954328	5
30_97	4.3818393	0.022993736	0	Human						
30_98	5.5849915	7.1739764	1	Human	9.08728	-0.8688421	3	5.777279	2.8163567	6
30_99	7.969821	6.454494	2	Human	8.337307	9.762646	0	3.704414	6.938958	7
30_108	3.9975765	9.320767	1	Human						
30_111	4.9254427	7.6290994	1	Human	8.3772335	9.12336	0	3.6081805	6.9469132	7
31_3	10.222667	6.4998474	2	Mouse	9.200391	7.345191	0	-4.253606	5.4785304	1
31_5	1.1443647	2.9241962	1	Human	8.217412	5.113212	0	3.3054311	2.563783	6
31_8	8.679052	5.3499117	2	Mouse	12.8579	4.047878	0	0.29029447	5.472165	1
31_10	-0.73986226	6.9190454	1	Human	10.917105	3.1060097	3	2.6489754	1.5607427	5
31_20	-3.487985	3.8177836	1	Human	8.752882	9.769859	0	1.8422933	2.766418	5
31_23	10.773133	3.9504776	2	Mouse	7.73636	7.5695744	0	0.21354201	3.750826	1
31_39	8.414647	0.30653638	2	Mouse	11.583489	4.370206	0	-0.25064155	6.539891	1
31_47	0.74924225	-0.56486434	0	Human	8.478454	4.2447624	0	4.41297	0.7467981	0
31_53	6.44761	7.2256174	1	Human	7.807546	12.585841	0	0.1291355	-0.6634673	2
31_55	6.805215	4.2544656	2	Human	10.741574	5.8361583	0	5.9895844	-1.9371518	0
31_62	3.9507463	9.012241	1	Undetermined_cells	8.399609	1.1514788	3	-0.17425877	-0.9251767	2
31_64	6.455814	3.2876716	0	Mouse	10.235934	4.835369	0	1.095332	0.19031915	5
31_73	4.1669674	7.6632175	1	Human	13.480969	13.339513	2	2.8127363	0.18348788	2
31_79	5.609127	2.8584473	0	Human	9.2241125	4.9272585	0	3.8918052	0.76605433	0
31_84	8.425151	0.7406423	2	Mouse	8.876586	9.0327	0	0.7891328	4.988216	1
31_85	6.0075283	8.044026	1	Human	8.392108	7.79036	0	1.4776179	1.6137974	5
31_98	5.883508	0.38432646	2	Human	15.231804	5.921695	0	5.299544	7.79012	3
31_99	5.7411103	8.378624	1	Undetermined_cells	10.403214	12.49008	0	5.002115	7.825416	3
32_2	13.041447	3.5538516	2	Mouse	7.7066965	8.377194	0	0.18756916	5.4894385	1
32_6	11.630295	2.6948097	2	Mouse	8.183524	8.54793	0	-0.8869996	2.7829466	4
32_8	12.319082	6.8924074	2	Mouse	9.508087	3.110767	0	5.7758603	6.371839	3
32_9	11.157048	7.410301	2	Mouse	8.607022	7.6930265	0	-1.8845077	2.3989527	4
32_11	-1.2917923	6.355691	1	Human	9.352371	4.335409	0	2.0731828	-1.1781733	2
32_14	11.056569	4.276223	2	Mouse	13.741044	7.29844	0	-0.5429655	4.0332966	1
32_16	-3.4611967	4.970395	1	Human	7.4266653	3.4569893	0	1.3278177	-0.54406524	2
32_17	4.237034	-0.122047536	0	Undetermined_cells						
32_26	-2.8197017	5.6171517	1	Undetermined_cells	3.2551346	3.9441533	3	3.1225975	-0.53720576	2
32_37	8.165192	1.4300619	2	Mouse	9.66866	3.726248	0	2.5627215	7.4659986	7
32_60	-4.5286217	2.8056033	1	Mouse	7.979309	12.341632	0	0.80262667	-0.82975185	2
32_76	-0.3032769	0.5368121	0	Human	11.883547	5.9196243	0	4.129432	2.9631329	6
32_86	7.546587	4.0912952	2	Mouse	9.201743	5.545286	0	-0.01940041	5.3249307	1
32_87	1.242897	0.3905298	0	Human	8.55061	4.4514737	0	-0.19835535	-1.3313577	2
33_5	-1.2931005	0.9534889	1	Mouse	8.164238	9.40013	0	5.3166323	4.5012183	6
33_9	-0.1527606	4.3933473	1	Human	9.63483	10.300793	0	3.2818978	5.7269316	7
33_13	12.265537	3.295714	2	Mouse	11.139937	5.433832	0	-4.1210933	6.2165422	1
33_17	12.553019	4.1149855	2	Mouse	9.022186	2.6784263	0	-0.8218916	6.495795	1
33_18	12.846522	3.3185458	2	Mouse	13.699881	8.634285	0	-0.6372485	5.173764	1
33_19	12.532593	6.3903203	2	Mouse	14.059615	8.559732	0	-3.249803	6.518646	1
33_20	-2.5486748	5.844906	1	Human	10.694309	10.927994	0	3.9529366	6.6102643	7
33_21	-0.87318015	2.675113	1	Human	8.390029	-0.7094009	3	6.0608177	7.220242	3
33_23	10.598489	4.2855296	2	Mouse	10.004483	3.14946	0	2.339788	5.7065663	6
33_27	10.933051	1.4048313	2	Mouse	11.804567	3.0383787	0	4.589257	7.8307347	3
33_32	11.517786	1.7703152	2	Mouse	14.189216	7.951978	0	0.21643117	4.764108	1
33_38	13.092436	6.883632	2	Mouse	9.651641	4.091634	0	0.30339822	5.435994	1
33_43	-0.18660289	0.9080671	0	Mouse	8.131201	-0.55259746	3	1.6908536	0.24513312	2
33_48	-3.3495612	4.3866987	1	Human	11.602647	5.1329365	0	2.484466	3.0128767	5
33_53	0.71481675	3.7921178	1	Human	7.194891	10.178019	0	3.7682714	-2.4636564	2
33_73	3.4689262	6.140072	1	Mouse	8.565834	-1.2034472	3	5.9229417	3.6790714	6
33_76	-2.1358085	1.0701555	1	Mouse	7.3984756	11.440741	0	1.0255933	-1.459019	2
33_81	8.068823	3.257861	2	Mouse	7.7415085	11.317692	0	6.2664332	5.485982	3
33_82	-0.5099426	5.9887958	1	Human	8.356276	1.3504344	3	4.7539463	-1.2435303	0
33_84	-3.4692934	1.4934881	1	Human	9.09883	4.7609572	0	0.0405962	-1.5892781	2
33_85	2.6565719	0.9626155	0	Human	7.1043086	3.4641523	0	2.8120744	5.322741	7
33_86	-0.12545094	0.91599023	0	Human	14.721247	7.3112216	0	1.2594568	0.6191445	2
33_93	2.773755	7.66046	1	Human	9.949859	6.7068343	0	3.4893303	5.898584	7
33_94	12.226004	1.8017642	2	Mouse	14.209433	7.872465	0	-0.09701988	7.931751	1
33_95	-3.1541886	5.1691427	1	Human	11.203469	9.227206	0	5.0147033	2.2577202	6
33_102	12.935405	5.1589003	2	Mouse	9.01772	12.076947	0	-1.1189773	2.6520476	4
33_105	12.178645	6.697327	2	Mouse	7.201255	9.951662	0	-1.4212058	7.3465734	1
33_111	0.51091033	6.3822985	1	Human	8.291558	13.066945	0	4.712863	0.21769059	0
34_1	12.454206	6.351686	2	Undetermined_cells	12.373537	2.788489	0	-0.061840113	6.9459076	1
34_3	2.1050444	5.0472865	1	Undetermined_cells	7.0643673	11.724698	0	2.448962	3.0508428	5
34_4	1.1260393	3.4372132	1	Human	9.770607	9.64092	0	4.3912487	2.4623652	6
34_8	-2.4218009	1.9664347	1	Undetermined_cells	3.3923862	6.8187513	1	5.7977147	0.043765597	0
34_19	-0.6178344	8.146153	1	Undetermined_cells	3.5838523	8.800175	1	4.7710857	3.5733695	6
34_20	-2.5124223	3.6286688	1	Undetermined_cells	3.2623484	6.815134	1	1.5253053	1.5842068	5
34_23	-4.1574774	5.196246	1	Human	10.345732	10.059491	0	2.5992818	2.90403	5
34_24	1.3231786	6.2568593	1	Undetermined_cells	5.047633	12.351042	1	5.7781415	-1.071788	0
34_25	-2.5563927	6.767914	1	Human	9.295508	6.8416266	0	4.224163	7.4903464	3
34_29	-1.3385276	4.3706694	1	Human	9.227217	7.4880476	0	4.531069	4.0056305	6
34_33	4.773374	3.195582	0	Undetermined_cells	5.483576	12.384457	1	3.7195485	3.5976424	6
34_34	-3.9027064	4.2724833	1	Human	12.706215	8.829326	0	3.873611	0.6453884	0
34_36	0.90420336	6.115187	1	Human	11.7143545	6.8397818	0	-0.20844506	-1.1789198	2
34_40	5.018972	3.579867	0	Mouse	7.9906855	0.1544617	3	5.100092	1.2902101	0
34_41	-1.3471428	7.7533703	1	Human	9.180721	7.6254845	0	4.902263	3.9910505	6
34_55	9.066455	3.552613	2	Mouse	12.973316	8.317518	0	0.17682192	6.691361	1
34_69	12.883016	2.8340142	2	Undetermined_cells	5.1542506	12.528034	1	0.8333242	5.3203306	1
34_81	12.631004	2.4965267	2	Mouse	9.24689	2.0218217	0	-2.8268988	6.7056246	1
34_82	-4.4971647	2.6448138	1	Human	10.178915	8.160393	0	2.5898163	-0.99302846	2
34_83	13.407896	4.3750057	2	Mouse	12.465648	12.36091	2	1.7764332	6.953921	7
34_93	10.939902	7.3754797	2	Mouse	13.3825035	13.2402	2	-0.8079783	3.336606	4
34_96	0.45230392	7.9997296	1	Mouse	6.397204	6.622706	0	-2.3878522	-0.092666335	4
34_98	11.445253	4.4486656	2	Mouse	10.204179	6.821983	0	4.9045873	7.5116596	3
34_104	0.39320496	10.012376	1	Undetermined_cells	8.983411	3.444534	0	2.2892518	1.8209517	5
34_105	2.669659	7.3808155	1	Undetermined_cells	0.4338465	5.031853	1	3.2300467	0.046176106	5
34_112	1.1808637	0.27665606	0	Human	8.314187	6.265082	0	2.8362834	0.7746345	5
35_10	-0.24359564	5.914671	1	Human	10.205954	12.105246	0	0.5074824	1.0785705	4
35_12	11.898181	5.2628226	2	Mouse	8.806531	-0.19790807	3	-2.972612	5.549598	1
35_15	0.92122465	7.6208057	1	Human	7.5967274	6.7657123	0	2.5304446	-0.33647048	2
35_17	1.5892771	9.30629	1	Human	9.480281	4.876374	0	4.9504533	8.376111	3
35_19	-1.292757	4.368851	1	Human	7.274424	13.016563	0	-0.8776579	2.2142277	4
35_36	-3.639757	7.8978424	1	Human	9.473641	7.772674	0	6.7838573	6.6746197	3
35_42	-1.8363032	7.4724493	1	Human	9.716668	9.578801	0	-1.6287355	2.06376	4
35_53	6.32398	6.759768	1	Mouse	7.653203	5.0308776	0	2.9671361	-2.7144458	2
35_57	13.076224	2.819246	2	Mouse	7.655065	11.334901	0	-1.4841183	5.169924	1
35_58	10.944535	8.025448	2	Mouse	9.303305	8.888796	0	3.1134226	7.6853447	7
35_59	-0.2083438	1.786755	1	Human	12.15046	5.7612658	0	7.1885858	6.1060977	3
35_81	0.3807532	7.9881887	1	Human	11.746015	2.3889208	0	4.0925226	-3.0348742	2
35_82	10.168881	3.5668154	2	Mouse	10.603253	4.98476	0	-1.1163925	2.5062575	4
35_87	0.622153	2.0574434	1	Human	9.54149	6.997961	0	3.7971838	2.5160146	6
35_98	-0.42946276	0.32500386	0	Human	9.256444	5.424247	0	5.666539	4.2877803	6
35_106	0.28916055	9.185624	1	Human	10.342763	7.7763896	0	7.031203	5.915773	3
35_109	2.4636216	3.7132964	0	Human	15.370016	5.7544026	0	4.2229724	2.8583765	6
36_6	-1.844005	7.620469	1	Human	8.225177	6.77991	0	4.6363	-1.473464	0
36_7	4.194235	6.1758394	1	Undetermined_cells	0.3416468	6.121119	1	2.2057288	4.4389772	7
36_9	-1.393862	3.3493147	1	Undetermined_cells	5.0585036	12.863224	1	21.70367	-1.3392255	8
36_12	-2.5334957	1.4774584	1	Human	9.006359	4.7162766	0	5.2181673	2.8085666	6
36_15	9.889044	6.520386	2	Mouse	12.914469	7.903731	0	-2.3980496	7.1849966	1
36_19	2.7200644	8.626757	1	Human	10.89976	3.7669437	0	21.748684	-1.3304579	8
36_21	8.547938	2.5003667	2	Mouse	11.790224	7.637748	0	-1.8188175	4.23264	0
36_22	-3.7370837	7.8002	1	Human	11.103696	9.01835	0	4.290143	2.9434755	6
36_27	9.731336	6.352175	2	Mouse	12.543946	3.8154447	0	-1.8734463	4.9739456	1
36_37	2.924673	1.8997384	0	Undetermined_cells	-0.39473808	4.8808627	1	5.5367026	3.0635557	6
36_39	4.4023466	6.9188485	1	Human	8.552887	11.979884	0	3.4147146	-1.1701118	2
36_40	9.226857	0.18019678	2	Mouse	9.406382	0.5456856	3	-1.4197122	4.6968117	1
36_62	2.7652073	4.240985	0	Human	11.031813	7.277685	0	3.9493527	3.8886406	6
36_69	10.50878	6.8492036	2	Mouse	7.7626114	10.089098	0	-2.0517309	5.7053723	1
36_70	8.6475115	1.5472528	2	Mouse	10.155028	3.959551	0	0.44364658	6.529785	1
36_72	1.0086623	9.71572	1	Human	7.476568	5.472162	0	21.960472	-0.51130486	8
36_75	9.370089	0.4220589	2	Mouse	11.125083	9.656939	0	3.464866	7.693468	7
36_77	-0.527354	1.0339353	0	Human	10.914384	9.009611	0	4.19488	-1.182646	0
36_80	2.8069272	2.5568397	0	Human	11.173053	6.2249484	0	3.4564579	5.632449	7
36_83	3.0735493	2.2985191	0	Human	7.617439	7.946348	0	2.66751	2.8061016	5
36_106	9.639705	7.7856016	2	Mouse	13.488943	5.3825502	0	-3.2708387	5.0942736	1
36_112	2.0785272	5.75688	1	Human	9.517987	-0.65962183	3	6.1794286	0.24367589	0
37_2	-0.9832993	4.606359	1	Human	7.713634	10.975853	0	2.9032512	-0.45648262	2
37_3	11.799931	3.0431345	2	Mouse	7.523725	9.289284	0	-3.55709	5.5488005	1
37_5	13.010277	5.5838275	2	Mouse	7.566734	10.66723	0	-2.803385	2.0032563	4
37_8	2.128023	0.138041	0	Mouse	10.970854	6.1988516	0	5.6294465	0.4170198	0
37_9	11.327715	1.1986095	2	Mouse	11.416019	2.082722	0	-0.05664714	7.687147	1
37_17	0.74448514	7.8714533	1	Human	11.934906	9.714698	0	4.494947	-1.1090938	0
37_23	-2.7401154	1.9111826	1	Human	10.018864	10.381905	0	6.1488147	-0.5660981	0
37_24	-0.787502	6.9398212	1	Human	12.807625	8.954453	0	4.160956	2.159139	6
37_29	3.5741181	-0.22495069	0	Human	11.28025	2.9530935	0	0.066157766	-0.34810042	2
37_40	1.4639294	8.137562	1	Human	13.450362	5.4871674	0	4.2531176	3.9390159	6
37_41	12.291891	5.868327	2	Mouse	10.237548	5.05312	0	-1.5446905	2.5767937	4
37_50	6.758767	6.10581	1	Human	9.852143	5.9105	0	1.6981709	3.7528064	5
37_51	2.6357923	6.1536098	1	Human	7.6775084	-0.82829267	3	2.68213	0.49880028	5
37_52	2.9887502	9.730732	1	Human	12.123413	7.09891	0	5.1860347	0.38167024	0
37_54	11.777752	6.4233203	2	Mouse	15.137717	6.1471863	0	-2.5121355	5.6339393	1
37_62	7.958476	3.3117964	2	Mouse	13.428275	13.288582	2	-2.380691	5.7929907	1
37_63	-0.10218034	8.468075	1	Human	7.6786356	12.776254	0	2.1466947	0.97687775	5
37_64	0.2116607	8.432531	1	Human	11.140256	6.083284	0	2.7235012	2.5511656	5
37_68	9.193488	1.9894191	2	Mouse	12.485269	3.0542078	0	-0.17852154	5.736437	1
37_73	11.084116	2.3547366	2	Mouse	13.244953	8.990288	0	-2.034705	4.579688	1
37_75	-0.0110660065	8.558083	1	Undetermined_cells	8.911845	5.862297	0	3.5322192	-1.0919245	2
37_79	12.827868	7.1387153	2	Mouse	9.230313	7.82571	0	0.005960486	6.665777	1
37_85	10.727675	7.553509	2	Mouse	8.325604	9.890849	0	0.01806641	6.211029	1
37_87	11.7286825	7.981483	2	Mouse	8.208019	8.149659	0	1.359781	5.8040004	1
37_95	12.007154	7.5171385	2	Mouse	8.234783	11.746244	0	-0.5725811	6.6523266	1
37_99	6.005895	5.992391	1	Human	8.699132	9.047141	0	5.7872343	7.70923	3
37_100	8.323278	7.08154	2	Mouse	8.579117	12.585187	0	-2.4408686	-0.02128475	4
38_8	-1.8983881	2.0349526	1	Mouse	11.564189	7.583128	0	2.491967	0.5014222	5
38_9	1.7930782	8.158493	1	Mouse	9.479212	7.361855	0	2.2693558	-0.057853557	5
38_13	8.515895	6.607642	2	Undetermined_cells						
38_17	-2.42222	7.8574867	1	Human	9.015699	7.706437	0	1.5719815	-0.43507674	2
38_18	-3.7907615	7.6752653	1	Undetermined_cells	4.8182697	10.5632305	1	-0.07058694	-2.8459518	2
38_20	-1.8570153	8.265534	1	Mouse	8.979261	2.446027	0	0.703693	0.013414225	4
38_28	1.4980031	9.953634	1	Undetermined_cells	11.130747	9.936534	0	-0.35976505	2.2450638	4
38_33	0.76109666	3.567764	1	Human	9.65903	0.86062694	3	1.6991696	-0.546683	2
38_43	1.4936749	1.4213833	0	Undetermined_cells	4.769294	11.000016	1	4.0137544	-0.0954892	0
38_46	-4.463034	2.875003	1	Human	9.2788515	9.983684	0	-1.9099915	-0.15745066	4
38_56	-1.8885723	1.6572437	1	Human	15.914364	6.6781406	0	5.033744	-1.6149842	0
38_57	-0.97628355	9.549421	1	Human	9.741877	8.627757	0	4.9419675	7.7610755	3
38_58	11.703498	1.2774206	2	Mouse	9.780862	8.221107	0	21.222172	-0.6153724	8
38_61	8.589268	4.4181414	2	Mouse	10.307573	3.3276799	0	-2.2129602	3.223946	0
38_67	9.887487	7.2031894	2	Mouse	-0.3944463	4.9698176	1	0.32508922	5.644167	1
38_69	0.7303431	2.9256954	1	Human	8.312177	10.542854	0	3.9223263	-0.44754875	0
38_70	8.820062	7.3047385	2	Mouse	14.395423	6.461802	0	0.8836898	5.1040144	1
38_72	2.5131602	8.694352	1	Human	7.763059	3.883328	0	2.95055	2.0979788	5
38_78	8.198101	3.0393863	2	Mouse	12.612917	4.651333	0	-1.9816157	4.0040264	0
38_81	3.3869863	4.1217647	0	Human	11.499027	2.1986775	0	5.6093163	3.6744988	6
38_83	1.9718294	7.626341	1	Undetermined_cells	8.118409	-0.52241194	3	20.497044	-0.7451958	8
38_92	7.789058	3.8425097	2	Mouse	8.95269	-0.54672366	3	-3.3485022	5.273696	1
38_106	-2.0869968	2.3286686	1	Human	12.936677	12.735716	2	6.993977	0.3495069	0
39_1	-0.29968944	4.5040736	1	Human	8.049184	9.644963	0	3.2369065	5.414063	7
39_17	-3.3308814	5.415897	1	Human	9.662766	6.1683626	0	2.2885406	1.0801526	5
39_31	2.8515706	5.4287386	1	Human	13.125633	8.880523	0	5.5386143	1.520937	0
39_43	-3.8984249	7.1243596	1	Human	14.498335	7.255134	0	3.4117284	-0.5074851	2
39_50	8.828774	0.34112844	2	Mouse	12.772911	3.857593	3	0.93827665	5.7027555	1
39_51	-2.9455795	7.7946205	1	Human	11.490748	8.864949	0	0.6006157	0.30896783	4
39_54	-3.5524223	8.105037	1	Human	11.719484	3.26571	0	0.6715705	-2.83641	2
39_57	-2.9846408	0.841647	1	Mouse	9.05258	0.29902643	3	-2.0873911	-0.08840694	4
39_61	10.062065	4.8532176	2	Mouse	9.959143	10.337848	0	-2.8702817	6.316196	1
39_69	8.474017	3.930054	2	Mouse	12.157608	7.074936	0	-1.8346375	6.679993	1
39_84	-4.456797	3.0879228	1	Human	9.309081	4.8552747	0	5.1151032	4.5432057	6
39_85	0.5164807	7.5885725	1	Human	7.122363	8.545528	0	6.3001237	6.903432	3
39_96	7.6596484	0.581059	2	Mouse	0.8965799	4.61932	1	1.5894659	4.2371464	7
39_104	1.3611432	9.328231	1	Human	13.777039	7.840128	0	5.934165	0.30141655	0
39_105	11.956402	2.423461	2	Mouse	14.727317	7.385144	0	-2.3997602	5.603904	1
39_106	4.047503	6.4692025	1	Human	12.88684	6.466752	0	2.5262754	-2.2626452	2
39_109	0.94069517	7.127269	1	Human	14.048749	6.2292047	0	1.258665	2.9534402	4
40_1	1.7771177	8.49376	1	Human	7.2277956	9.296463	0	2.6624901	3.525955	5
40_3	-2.849678	5.8432565	1	Human	11.643983	10.195131	0	2.6269033	-1.517212	2
40_4	-2.6431231	7.423156	1	Human	8.664382	5.3396487	0	3.3344522	3.8227026	6
40_15	2.5124068	8.541777	1	Human	0.33762318	4.5903034	1	-0.36759922	2.3700345	4
40_19	5.022365	4.3555675	0	Undetermined_cells	9.383156	-0.36774075	3	-1.2625961	0.7332677	4
40_23	11.590614	5.9399557	2	Mouse	10.5001135	5.729804	0	-0.34247527	4.1925144	1
40_27	11.282889	1.9523525	2	Undetermined_cells	3.5478768	8.657222	1	2.5103147	7.070619	7
40_39	8.143076	3.1759849	2	Mouse	12.238119	7.3717203	0	-2.8257875	1.7763579	4
40_41	3.4111872	-0.9748387	0	Human	8.905149	4.062277	0	5.3411255	-0.9671416	0
40_45	8.164015	2.982548	2	Mouse	9.537254	2.7429137	0	-4.290189	5.376092	1
40_46	8.534223	1.0616466	2	Undetermined_cells	3.432904	7.7987847	1	1.4356754	7.653422	7
40_47	1.8963474	4.434879	1	Human	11.356941	3.6661186	0	1.7006844	-1.4961258	2
40_60	4.0447965	5.061399	1	Undetermined_cells	3.3068092	7.6254673	1	-2.339191	-0.33677825	4
40_64	11.4482565	2.834332	2	Mouse	9.621473	-0.5173017	3	-1.8911918	4.776023	1
40_67	10.119686	7.749642	2	Undetermined_cells	3.4161718	4.960418	3	-2.0488853	5.099757	1
40_71	7.874345	0.8229624	2	Mouse	11.231202	4.1134763	0	-1.098161	4.2702084	1
40_72	-0.005559482	3.028866	1	Human	11.44621	2.1063879	0	0.11432599	-1.6385577	2
40_77	-3.9081593	3.2341397	1	Human	14.052174	9.322098	0	0.86617446	-2.0908177	2
40_78	8.693418	3.3907073	2	Mouse	11.47979	4.7249045	0	-2.1308804	4.603435	1
40_79	11.586318	6.7808766	2	Mouse	13.068335	5.0926223	0	-0.49720946	6.5325866	1
40_85	11.599972	6.669381	2	Mouse	10.112788	7.5085225	0	21.33058	-0.6106142	8
40_87	2.4015045	1.8060579	0	Human	7.5047493	8.197219	0	21.429726	-1.4680955	8
40_95	2.8310926	2.3292034	0	Human	8.533242	4.9850574	0	0.6277388	-1.1627785	2
40_106	6.407245	6.537196	1	Mouse	8.762403	11.579764	0	0.17779352	4.227973	1
40_109	-2.2854958	1.989178	1	Human	11.787097	10.674796	0	4.4464064	2.2405334	6
40_111	3.520713	-0.28844637	0	Undetermined_cells	5.308741	11.964788	1	4.873989	-0.42437482	0
41_4	-2.688868	0.6408634	1	Human	7.7057557	6.51306	0	3.824053	-0.5408977	2
41_5	0.34851116	4.7844505	1	Human	10.108045	6.789188	0	4.4340825	3.9661305	6
41_8	12.559976	5.3015485	2	Mouse	11.599717	7.044494	0	-1.5043663	7.2054715	1
41_9	1.0718817	-0.53207755	0	Human	16.314999	6.830457	0	4.5870285	1.301283	0
41_12	1.9038235	2.4431927	0	Human	7.8368936	7.634503	0	2.0578322	-0.6681091	2
41_20	11.612252	8.295832	2	Mouse	13.437967	9.538971	0	20.488111	-0.6096668	8
41_22	10.786736	3.8755329	2	Mouse	15.761187	6.866709	0	-2.1792247	6.0292244	1
41_24	-2.4109647	2.6111887	1	Human	9.362054	9.047347	0	2.1309774	0.71859246	2
41_25	-3.545223	5.478396	1	Human	9.083815	8.583795	0	5.83388	2.0566177	6
41_28	2.1586971	3.8002822	0	Human	7.7449193	9.68848	0	2.724879	3.25247	5
41_41	0.38136917	6.6608934	1	Human	8.876879	4.0874443	0	3.8579018	5.274753	7
41_43	9.373631	0.52047926	2	Mouse	10.564676	12.364916	0	-2.214698	0.33125642	4
